Device Serial:	0001
Lower Bound[V]:	2.6
Upper Bound[V]:	2.7
Charge Current[mA]:	0.5
Discharge Current[mA]:	-0.5
Half Cycles:	2
Samples to Average:	5

Elapsed_Time(s)	Potential(V)	Current(A)	Half-Cycle
1.652680e-01	2.641434e+00	3.995381e-04	1
6.106871e-01	2.647049e+00	5.000288e-04	1
1.059279e+00	2.648993e+00	4.999391e-04	1
1.509613e+00	2.650408e+00	4.999816e-04	1
1.960168e+00	2.651520e+00	5.000217e-04	1
2.409380e+00	2.652487e+00	5.000264e-04	1
2.859352e+00	2.653265e+00	5.000948e-04	1
3.309459e+00	2.654028e+00	5.000500e-04	1
3.760285e+00	2.654657e+00	5.000689e-04	1
4.209515e+00	2.655216e+00	5.001207e-04	1
4.659366e+00	2.655730e+00	5.000382e-04	1
5.109275e+00	2.656214e+00	5.000123e-04	1
5.560099e+00	2.656691e+00	5.000901e-04	1
6.009663e+00	2.657108e+00	5.000500e-04	1
6.459447e+00	2.657497e+00	4.999981e-04	1
6.910553e+00	2.657877e+00	5.000382e-04	1
7.361714e+00	2.658241e+00	5.001255e-04	1
7.811053e+00	2.658600e+00	5.000406e-04	1
8.260874e+00	2.658886e+00	5.000948e-04	1
8.710840e+00	2.659190e+00	5.000854e-04	1
9.161798e+00	2.659469e+00	5.001160e-04	1
9.611113e+00	2.659742e+00	5.001538e-04	1
1.006087e+01	2.660051e+00	5.000571e-04	1
1.051094e+01	2.660272e+00	5.000995e-04	1
1.096177e+01	2.660538e+00	5.000288e-04	1
1.141116e+01	2.660780e+00	5.001160e-04	1
1.186127e+01	2.661031e+00	5.001632e-04	1
1.231088e+01	2.661217e+00	5.000476e-04	1
1.276144e+01	2.661456e+00	5.000358e-04	1
1.321142e+01	2.661673e+00	5.000382e-04	1
1.366103e+01	2.661872e+00	5.000618e-04	1
1.411099e+01	2.662065e+00	5.000641e-04	1
1.456113e+01	2.662256e+00	5.001443e-04	1
1.501186e+01	2.662457e+00	5.000240e-04	1
1.546119e+01	2.662634e+00	5.001113e-04	1
1.591107e+01	2.662809e+00	5.000665e-04	1
1.636115e+01	2.662959e+00	5.000641e-04	1
1.681188e+01	2.663136e+00	5.000665e-04	1
1.726120e+01	2.663333e+00	5.000170e-04	1
1.771108e+01	2.663506e+00	5.001420e-04	1
1.816144e+01	2.663611e+00	5.001325e-04	1
1.861158e+01	2.663831e+00	5.000665e-04	1
1.906131e+01	2.663921e+00	5.000523e-04	1
1.951124e+01	2.664082e+00	5.000547e-04	1
1.996119e+01	2.664280e+00	5.000146e-04	1
2.041189e+01	2.664376e+00	5.001042e-04	1
2.086131e+01	2.664521e+00	4.999887e-04	1
2.131122e+01	2.664667e+00	5.000972e-04	1
2.176126e+01	2.664783e+00	5.000712e-04	1
2.221213e+01	2.664915e+00	5.000123e-04	1
2.266137e+01	2.665063e+00	5.001632e-04	1
2.311125e+01	2.665182e+00	5.000877e-04	1
2.356128e+01	2.665285e+00	5.000217e-04	1
2.401226e+01	2.665437e+00	5.000972e-04	1
2.446149e+01	2.665563e+00	4.999439e-04	1
2.491126e+01	2.665712e+00	5.000547e-04	1
2.536134e+01	2.665816e+00	5.000924e-04	1
2.581231e+01	2.665903e+00	5.000948e-04	1
2.626159e+01	2.666025e+00	5.001585e-04	1
2.671144e+01	2.666135e+00	5.000099e-04	1
2.716153e+01	2.666229e+00	5.001042e-04	1
2.761183e+01	2.666348e+00	5.000830e-04	1
2.806172e+01	2.666456e+00	5.000217e-04	1
2.851183e+01	2.666586e+00	5.000382e-04	1
2.896159e+01	2.666679e+00	5.000924e-04	1
2.941151e+01	2.666782e+00	5.001090e-04	1
2.986246e+01	2.666891e+00	5.000358e-04	1
3.031176e+01	2.667000e+00	5.000264e-04	1
3.076151e+01	2.667070e+00	5.000641e-04	1
3.121166e+01	2.667184e+00	5.000712e-04	1
3.166245e+01	2.667273e+00	5.000523e-04	1
3.211183e+01	2.667365e+00	5.000877e-04	1
3.256164e+01	2.667479e+00	5.000240e-04	1
3.301186e+01	2.667577e+00	5.000759e-04	1
3.346264e+01	2.667677e+00	5.000358e-04	1
3.391168e+01	2.667776e+00	5.001207e-04	1
3.436165e+01	2.667836e+00	5.000783e-04	1
3.481147e+01	2.667945e+00	5.001019e-04	1
3.526249e+01	2.668022e+00	5.000736e-04	1
3.571170e+01	2.668152e+00	5.000594e-04	1
3.616171e+01	2.668195e+00	5.000689e-04	1
3.661164e+01	2.668291e+00	5.000972e-04	1
3.706230e+01	2.668336e+00	5.000972e-04	1
3.751175e+01	2.668427e+00	5.001207e-04	1
3.796172e+01	2.668531e+00	5.000288e-04	1
3.841153e+01	2.668622e+00	5.000288e-04	1
3.886196e+01	2.668702e+00	5.001231e-04	1
3.931175e+01	2.668764e+00	5.000641e-04	1
3.976151e+01	2.668867e+00	5.000429e-04	1
4.021172e+01	2.668916e+00	5.000264e-04	1
4.066161e+01	2.669014e+00	5.000146e-04	1
4.111185e+01	2.669069e+00	4.999604e-04	1
4.156170e+01	2.669167e+00	5.000217e-04	1
4.201161e+01	2.669235e+00	5.000476e-04	1
4.246174e+01	2.669330e+00	5.000594e-04	1
4.291213e+01	2.669396e+00	5.001066e-04	1
4.336184e+01	2.669466e+00	4.999910e-04	1
4.381213e+01	2.669547e+00	5.001302e-04	1
4.426175e+01	2.669586e+00	5.000689e-04	1
4.471232e+01	2.669678e+00	5.001090e-04	1
4.516188e+01	2.669746e+00	5.000453e-04	1
4.561185e+01	2.669844e+00	4.999887e-04	1
4.606213e+01	2.669881e+00	5.000170e-04	1
4.651274e+01	2.669965e+00	5.000736e-04	1
4.696192e+01	2.670045e+00	5.001042e-04	1
4.741185e+01	2.670107e+00	5.000759e-04	1
4.786178e+01	2.670171e+00	5.000547e-04	1
4.831261e+01	2.670252e+00	5.000382e-04	1
4.876214e+01	2.670306e+00	5.000972e-04	1
4.921190e+01	2.670365e+00	5.001255e-04	1
4.966184e+01	2.670432e+00	5.000429e-04	1
5.011279e+01	2.670483e+00	5.000382e-04	1
5.056217e+01	2.670549e+00	5.000075e-04	1
5.101190e+01	2.670641e+00	5.000547e-04	1
5.146206e+01	2.670712e+00	5.000759e-04	1
5.191286e+01	2.670739e+00	5.000854e-04	1
5.236199e+01	2.670808e+00	5.000523e-04	1
5.281191e+01	2.670883e+00	5.000547e-04	1
5.326192e+01	2.670940e+00	5.000075e-04	1
5.371277e+01	2.671027e+00	5.000406e-04	1
5.416209e+01	2.671058e+00	5.000123e-04	1
5.461193e+01	2.671156e+00	5.000665e-04	1
5.506188e+01	2.671178e+00	5.001231e-04	1
5.551281e+01	2.671282e+00	5.000877e-04	1
5.596210e+01	2.671343e+00	5.000429e-04	1
5.641207e+01	2.671376e+00	5.000523e-04	1
5.686204e+01	2.671417e+00	5.000759e-04	1
5.731196e+01	2.671494e+00	5.000170e-04	1
5.776222e+01	2.671565e+00	5.000594e-04	1
5.821214e+01	2.671587e+00	5.001042e-04	1
5.866210e+01	2.671665e+00	5.000335e-04	1
5.911206e+01	2.671710e+00	5.000783e-04	1
5.956272e+01	2.671789e+00	5.000288e-04	1
6.001200e+01	2.671844e+00	5.001160e-04	1
6.046208e+01	2.671896e+00	5.000665e-04	1
6.091197e+01	2.671931e+00	5.000240e-04	1
6.136298e+01	2.672016e+00	5.000877e-04	1
6.181216e+01	2.672057e+00	5.000311e-04	1
6.226199e+01	2.672102e+00	5.000641e-04	1
6.271209e+01	2.672137e+00	5.000618e-04	1
6.316320e+01	2.672243e+00	5.000783e-04	1
6.361227e+01	2.672275e+00	5.000382e-04	1
6.406213e+01	2.672318e+00	5.001231e-04	1
6.451212e+01	2.672363e+00	5.000736e-04	1
6.496275e+01	2.672442e+00	5.000500e-04	1
6.541268e+01	2.672484e+00	5.000382e-04	1
6.586228e+01	2.672527e+00	5.000170e-04	1
6.631239e+01	2.672588e+00	5.000995e-04	1
6.676234e+01	2.672643e+00	5.000665e-04	1
6.721257e+01	2.672701e+00	5.000028e-04	1
6.766228e+01	2.672752e+00	5.000689e-04	1
6.811230e+01	2.672781e+00	5.000972e-04	1
6.856224e+01	2.672838e+00	5.001349e-04	1
6.901253e+01	2.672888e+00	5.000924e-04	1
6.946248e+01	2.672945e+00	5.000193e-04	1
6.991220e+01	2.673000e+00	4.999981e-04	1
7.036234e+01	2.673035e+00	5.000523e-04	1
7.081315e+01	2.673100e+00	5.000170e-04	1
7.126239e+01	2.673164e+00	5.001207e-04	1
7.171226e+01	2.673192e+00	5.000028e-04	1
7.216240e+01	2.673242e+00	5.000948e-04	1
7.261311e+01	2.673299e+00	5.000807e-04	1
7.306241e+01	2.673320e+00	5.000854e-04	1
7.351240e+01	2.673397e+00	5.001231e-04	1
7.396241e+01	2.673427e+00	5.001255e-04	1
7.441329e+01	2.673473e+00	4.999769e-04	1
7.486319e+01	2.673528e+00	4.999981e-04	1
7.531288e+01	2.673555e+00	5.000500e-04	1
7.576283e+01	2.673618e+00	5.000759e-04	1
7.621363e+01	2.673664e+00	5.001019e-04	1
7.666296e+01	2.673695e+00	5.001160e-04	1
7.711277e+01	2.673744e+00	5.000264e-04	1
7.756296e+01	2.673788e+00	5.000594e-04	1
7.801356e+01	2.673845e+00	5.000547e-04	1
7.846298e+01	2.673903e+00	5.001090e-04	1
7.891287e+01	2.673936e+00	5.000712e-04	1
7.936291e+01	2.673996e+00	5.000335e-04	1
7.981365e+01	2.674049e+00	5.000807e-04	1
8.026311e+01	2.674053e+00	5.001184e-04	1
8.071305e+01	2.674139e+00	5.000901e-04	1
8.116319e+01	2.674179e+00	5.000618e-04	1
8.161323e+01	2.674214e+00	5.000924e-04	1
8.206346e+01	2.674225e+00	5.001090e-04	1
8.251336e+01	2.674318e+00	5.000075e-04	1
8.296301e+01	2.674320e+00	5.000523e-04	1
8.341304e+01	2.674398e+00	5.000382e-04	1
8.386313e+01	2.674447e+00	5.000783e-04	1
8.431319e+01	2.674465e+00	5.001514e-04	1
8.476332e+01	2.674526e+00	5.000948e-04	1
8.521309e+01	2.674552e+00	5.000099e-04	1
8.566387e+01	2.674634e+00	5.000995e-04	1
8.611315e+01	2.674657e+00	5.001207e-04	1
8.656308e+01	2.674688e+00	5.000641e-04	1
8.701308e+01	2.674715e+00	5.000665e-04	1
8.746396e+01	2.674797e+00	5.000759e-04	1
8.791322e+01	2.674849e+00	5.000924e-04	1
8.836315e+01	2.674870e+00	5.001726e-04	1
8.881309e+01	2.674918e+00	5.000217e-04	1
8.926397e+01	2.674954e+00	5.000995e-04	1
8.971333e+01	2.674990e+00	5.001160e-04	1
9.016323e+01	2.675054e+00	5.000854e-04	1
9.061318e+01	2.675095e+00	5.000571e-04	1
9.106396e+01	2.675114e+00	5.001396e-04	1
9.151319e+01	2.675175e+00	5.000264e-04	1
9.196300e+01	2.675185e+00	5.000429e-04	1
9.241324e+01	2.675224e+00	5.001278e-04	1
9.286400e+01	2.675291e+00	4.999840e-04	1
9.331333e+01	2.675304e+00	5.000170e-04	1
9.376325e+01	2.675357e+00	5.000170e-04	1
9.421312e+01	2.675410e+00	5.000665e-04	1
9.466397e+01	2.675433e+00	5.000547e-04	1
9.511349e+01	2.675480e+00	5.000877e-04	1
9.556347e+01	2.675536e+00	5.000854e-04	1
9.601317e+01	2.675559e+00	5.000547e-04	1
9.646408e+01	2.675631e+00	5.000547e-04	1
9.691337e+01	2.675655e+00	5.000948e-04	1
9.736319e+01	2.675677e+00	5.001349e-04	1
9.781322e+01	2.675729e+00	5.000571e-04	1
9.826370e+01	2.675748e+00	5.001255e-04	1
9.871345e+01	2.675797e+00	4.999910e-04	1
9.916321e+01	2.675822e+00	4.999957e-04	1
9.961325e+01	2.675885e+00	5.000759e-04	1
1.000642e+02	2.675913e+00	5.000948e-04	1
1.005134e+02	2.675932e+00	5.000854e-04	1
1.009634e+02	2.675977e+00	5.000618e-04	1
1.014133e+02	2.676045e+00	5.000217e-04	1
1.018635e+02	2.676061e+00	5.001561e-04	1
1.023135e+02	2.676103e+00	5.001608e-04	1
1.027636e+02	2.676159e+00	5.001443e-04	1
1.032133e+02	2.676207e+00	5.000193e-04	1
1.036636e+02	2.676215e+00	5.000618e-04	1
1.041135e+02	2.676250e+00	5.001538e-04	1
1.045637e+02	2.676296e+00	5.001255e-04	1
1.050135e+02	2.676331e+00	5.000924e-04	1
1.054635e+02	2.676334e+00	5.000193e-04	1
1.059139e+02	2.676369e+00	5.001042e-04	1
1.063637e+02	2.676465e+00	5.001207e-04	1
1.068137e+02	2.676489e+00	5.000783e-04	1
1.072637e+02	2.676517e+00	4.999887e-04	1
1.077146e+02	2.676568e+00	5.001797e-04	1
1.081635e+02	2.676580e+00	5.000335e-04	1
1.086135e+02	2.676627e+00	5.000948e-04	1
1.090634e+02	2.676690e+00	5.000288e-04	1
1.095143e+02	2.676716e+00	5.001090e-04	1
1.099636e+02	2.676768e+00	5.000547e-04	1
1.104136e+02	2.676783e+00	5.000830e-04	1
1.108635e+02	2.676798e+00	5.000924e-04	1
1.113143e+02	2.676867e+00	5.000005e-04	1
1.117638e+02	2.676886e+00	5.000500e-04	1
1.122137e+02	2.676942e+00	5.000924e-04	1
1.126635e+02	2.676934e+00	5.000948e-04	1
1.131142e+02	2.676991e+00	5.000854e-04	1
1.135638e+02	2.677018e+00	5.000429e-04	1
1.140137e+02	2.677071e+00	4.999934e-04	1
1.144636e+02	2.677115e+00	5.001137e-04	1
1.149142e+02	2.677132e+00	5.000641e-04	1
1.153638e+02	2.677161e+00	4.999722e-04	1
1.158137e+02	2.677245e+00	5.001019e-04	1
1.162638e+02	2.677236e+00	5.001042e-04	1
1.167134e+02	2.677273e+00	5.000877e-04	1
1.171638e+02	2.677323e+00	5.001113e-04	1
1.176136e+02	2.677352e+00	5.000547e-04	1
1.180637e+02	2.677379e+00	5.000547e-04	1
1.185137e+02	2.677428e+00	5.000665e-04	1
1.189641e+02	2.677477e+00	5.001585e-04	1
1.194138e+02	2.677479e+00	5.000523e-04	1
1.198641e+02	2.677505e+00	5.000689e-04	1
1.203139e+02	2.677557e+00	5.000901e-04	1
1.207638e+02	2.677631e+00	5.000288e-04	1
1.212138e+02	2.677637e+00	5.001090e-04	1
1.216638e+02	2.677666e+00	5.000689e-04	1
1.221140e+02	2.677681e+00	5.001066e-04	1
1.225652e+02	2.677742e+00	5.000523e-04	1
1.230174e+02	2.677790e+00	5.001066e-04	1
1.234822e+02	2.677790e+00	5.000240e-04	1
1.239312e+02	2.677847e+00	5.001137e-04	1
1.243816e+02	2.677868e+00	5.001467e-04	1
1.248312e+02	2.677897e+00	5.000547e-04	1
1.252817e+02	2.677942e+00	5.000571e-04	1
1.257308e+02	2.677962e+00	5.000924e-04	1
1.261815e+02	2.677994e+00	5.000123e-04	1
1.266308e+02	2.678030e+00	5.000689e-04	1
1.270807e+02	2.678079e+00	5.000429e-04	1
1.275310e+02	2.678089e+00	5.000924e-04	1
1.279817e+02	2.678111e+00	5.000641e-04	1
1.284310e+02	2.678180e+00	5.000382e-04	1
1.288807e+02	2.678220e+00	5.000807e-04	1
1.293308e+02	2.678268e+00	5.001019e-04	1
1.297816e+02	2.678269e+00	5.000877e-04	1
1.302310e+02	2.678320e+00	5.000288e-04	1
1.306812e+02	2.678327e+00	5.001066e-04	1
1.311315e+02	2.678377e+00	5.000618e-04	1
1.315817e+02	2.678412e+00	5.001137e-04	1
1.320312e+02	2.678479e+00	5.000759e-04	1
1.324818e+02	2.678481e+00	5.001420e-04	1
1.329312e+02	2.678500e+00	5.001066e-04	1
1.333810e+02	2.678534e+00	5.000807e-04	1
1.338315e+02	2.678583e+00	5.000948e-04	1
1.342810e+02	2.678624e+00	4.999957e-04	1
1.347310e+02	2.678637e+00	5.000123e-04	1
1.351810e+02	2.678684e+00	5.000618e-04	1
1.356322e+02	2.678712e+00	5.001090e-04	1
1.360811e+02	2.678732e+00	5.001231e-04	1
1.365316e+02	2.678762e+00	5.001184e-04	1
1.369814e+02	2.678810e+00	5.000641e-04	1
1.374312e+02	2.678825e+00	5.000712e-04	1
1.378813e+02	2.678873e+00	5.001160e-04	1
1.383319e+02	2.678912e+00	5.000901e-04	1
1.387810e+02	2.678929e+00	5.000759e-04	1
1.392316e+02	2.678957e+00	5.000854e-04	1
1.396811e+02	2.679040e+00	5.000972e-04	1
1.401313e+02	2.679017e+00	5.000948e-04	1
1.405814e+02	2.679073e+00	5.000783e-04	1
1.410321e+02	2.679074e+00	5.000358e-04	1
1.415984e+02	2.679132e+00	5.001443e-04	1
1.420780e+02	2.679159e+00	5.000995e-04	1
1.425277e+02	2.679215e+00	5.000382e-04	1
1.429781e+02	2.679222e+00	5.000099e-04	1
1.434278e+02	2.679296e+00	5.000924e-04	1
1.438776e+02	2.679256e+00	5.000736e-04	1
1.443278e+02	2.679334e+00	5.000264e-04	1
1.447776e+02	2.679345e+00	5.000736e-04	1
1.452277e+02	2.679404e+00	5.000924e-04	1
1.456785e+02	2.679408e+00	5.000877e-04	1
1.461289e+02	2.679436e+00	5.001019e-04	1
1.465779e+02	2.679485e+00	5.000618e-04	1
1.470283e+02	2.679515e+00	5.000736e-04	1
1.474776e+02	2.679538e+00	5.001538e-04	1
1.479287e+02	2.679578e+00	5.000547e-04	1
1.483779e+02	2.679579e+00	5.001349e-04	1
1.488276e+02	2.679659e+00	5.001632e-04	1
1.492777e+02	2.679668e+00	5.001090e-04	1
1.497286e+02	2.679687e+00	5.000665e-04	1
1.501780e+02	2.679733e+00	5.002104e-04	1
1.506279e+02	2.679761e+00	5.000689e-04	1
1.510777e+02	2.679789e+00	5.001608e-04	1
1.515285e+02	2.679801e+00	5.000193e-04	1
1.519779e+02	2.679874e+00	5.000594e-04	1
1.524279e+02	2.679863e+00	5.001514e-04	1
1.528778e+02	2.679900e+00	5.000335e-04	1
1.533283e+02	2.679946e+00	5.001373e-04	1
1.537780e+02	2.679980e+00	4.999887e-04	1
1.542280e+02	2.680012e+00	5.000547e-04	1
1.546779e+02	2.680039e+00	5.000335e-04	1
1.551278e+02	2.680034e+00	5.000830e-04	1
1.555781e+02	2.680106e+00	5.001160e-04	1
1.560279e+02	2.680092e+00	5.001656e-04	1
1.564776e+02	2.680145e+00	5.000075e-04	1
1.569278e+02	2.680184e+00	5.001514e-04	1
1.573787e+02	2.680203e+00	5.001042e-04	1
1.578281e+02	2.680227e+00	5.000146e-04	1
1.582780e+02	2.680267e+00	5.000901e-04	1
1.587279e+02	2.680288e+00	4.999887e-04	1
1.591788e+02	2.680298e+00	5.001278e-04	1
1.596280e+02	2.680369e+00	5.001608e-04	1
1.600779e+02	2.680381e+00	5.001019e-04	1
1.605280e+02	2.680384e+00	5.000618e-04	1
1.609787e+02	2.680442e+00	5.000523e-04	1
1.614281e+02	2.680467e+00	5.000311e-04	1
1.618784e+02	2.680499e+00	5.001231e-04	1
1.623284e+02	2.680527e+00	5.001373e-04	1
1.627784e+02	2.680556e+00	5.000759e-04	1
1.632281e+02	2.680592e+00	5.000972e-04	1
1.636780e+02	2.680643e+00	5.001538e-04	1
1.641281e+02	2.680650e+00	5.000523e-04	1
1.645789e+02	2.680700e+00	5.000429e-04	1
1.650283e+02	2.680733e+00	5.000972e-04	1
1.654781e+02	2.680746e+00	5.001137e-04	1
1.659280e+02	2.680801e+00	5.000901e-04	1
1.663788e+02	2.680802e+00	5.000382e-04	1
1.668282e+02	2.680812e+00	5.000311e-04	1
1.672781e+02	2.680848e+00	5.000453e-04	1
1.677281e+02	2.680897e+00	5.000901e-04	1
1.681788e+02	2.680927e+00	5.000500e-04	1
1.686283e+02	2.680929e+00	5.000712e-04	1
1.690784e+02	2.680961e+00	5.001443e-04	1
1.695281e+02	2.681028e+00	5.001019e-04	1
1.699781e+02	2.681036e+00	5.000311e-04	1
1.704283e+02	2.681083e+00	5.000618e-04	1
1.708783e+02	2.681075e+00	5.001302e-04	1
1.713280e+02	2.681105e+00	5.000618e-04	1
1.717782e+02	2.681168e+00	5.000335e-04	1
1.722285e+02	2.681192e+00	5.000877e-04	1
1.726783e+02	2.681200e+00	5.000453e-04	1
1.731281e+02	2.681252e+00	5.000382e-04	1
1.735782e+02	2.681304e+00	4.999840e-04	1
1.740285e+02	2.681282e+00	5.000972e-04	1
1.744783e+02	2.681343e+00	5.000217e-04	1
1.749284e+02	2.681361e+00	5.000972e-04	1
1.753782e+02	2.681393e+00	5.000594e-04	1
1.758289e+02	2.681403e+00	5.001656e-04	1
1.762783e+02	2.681432e+00	5.001066e-04	1
1.767284e+02	2.681475e+00	5.000948e-04	1
1.771784e+02	2.681523e+00	5.001090e-04	1
1.776295e+02	2.681514e+00	4.999957e-04	1
1.780784e+02	2.681560e+00	5.000877e-04	1
1.785283e+02	2.681595e+00	5.000830e-04	1
1.789784e+02	2.681616e+00	5.000830e-04	1
1.794293e+02	2.681632e+00	5.000924e-04	1
1.798784e+02	2.681678e+00	5.000571e-04	1
1.803284e+02	2.681703e+00	5.000901e-04	1
1.807786e+02	2.681685e+00	5.000005e-04	1
1.812291e+02	2.681763e+00	5.000571e-04	1
1.816786e+02	2.681785e+00	5.001207e-04	1
1.821283e+02	2.681803e+00	5.000759e-04	1
1.825787e+02	2.681847e+00	4.999722e-04	1
1.830292e+02	2.681878e+00	5.000689e-04	1
1.834787e+02	2.681904e+00	5.000783e-04	1
1.839286e+02	2.681946e+00	5.001467e-04	1
1.843784e+02	2.681976e+00	5.000665e-04	1
1.848285e+02	2.682000e+00	5.000972e-04	1
1.852787e+02	2.682004e+00	5.000358e-04	1
1.857286e+02	2.682039e+00	5.001278e-04	1
1.861785e+02	2.682055e+00	5.000288e-04	1
1.866285e+02	2.682069e+00	5.000052e-04	1
1.870792e+02	2.682104e+00	5.001373e-04	1
1.875285e+02	2.682146e+00	5.001160e-04	1
1.879785e+02	2.682186e+00	5.000453e-04	1
1.884285e+02	2.682198e+00	5.000877e-04	1
1.888793e+02	2.682253e+00	5.000453e-04	1
1.893287e+02	2.682243e+00	5.000075e-04	1
1.897784e+02	2.682310e+00	5.000005e-04	1
1.902286e+02	2.682352e+00	5.000170e-04	1
1.906794e+02	2.682341e+00	5.001184e-04	1
1.911286e+02	2.682377e+00	5.000500e-04	1
1.915786e+02	2.682407e+00	5.001255e-04	1
1.920287e+02	2.682431e+00	5.000972e-04	1
1.924793e+02	2.682481e+00	5.000099e-04	1
1.929289e+02	2.682500e+00	5.000523e-04	1
1.933790e+02	2.682505e+00	5.000807e-04	1
1.938287e+02	2.682538e+00	5.000500e-04	1
1.942789e+02	2.682539e+00	5.000736e-04	1
1.947291e+02	2.682594e+00	5.000476e-04	1
1.951789e+02	2.682616e+00	5.001349e-04	1
1.956289e+02	2.682633e+00	5.001160e-04	1
1.960787e+02	2.682680e+00	5.001113e-04	1
1.965290e+02	2.682716e+00	5.000736e-04	1
1.969788e+02	2.682742e+00	5.001019e-04	1
1.974289e+02	2.682773e+00	5.000264e-04	1
1.978788e+02	2.682786e+00	5.000453e-04	1
1.983298e+02	2.682814e+00	5.000618e-04	1
1.987789e+02	2.682830e+00	5.001113e-04	1
1.992288e+02	2.682867e+00	5.000523e-04	1
1.996789e+02	2.682867e+00	5.000924e-04	1
2.001295e+02	2.682932e+00	5.000170e-04	1
2.005790e+02	2.682929e+00	5.000901e-04	1
2.010289e+02	2.682972e+00	5.000665e-04	1
2.014787e+02	2.682993e+00	4.999887e-04	1
2.019298e+02	2.683016e+00	5.000240e-04	1
2.023791e+02	2.683070e+00	5.000523e-04	1
2.028291e+02	2.683092e+00	5.000170e-04	1
2.032790e+02	2.683105e+00	5.000948e-04	1
2.037299e+02	2.683172e+00	5.000594e-04	1
2.041791e+02	2.683165e+00	5.000783e-04	1
2.046289e+02	2.683215e+00	5.000523e-04	1
2.050789e+02	2.683224e+00	5.001160e-04	1
2.055297e+02	2.683281e+00	5.000382e-04	1
2.059791e+02	2.683296e+00	5.000736e-04	1
2.064291e+02	2.683304e+00	5.000854e-04	1
2.068789e+02	2.683321e+00	5.000830e-04	1
2.073296e+02	2.683348e+00	5.000830e-04	1
2.077792e+02	2.683384e+00	5.001302e-04	1
2.082291e+02	2.683379e+00	5.000075e-04	1
2.086789e+02	2.683443e+00	5.000240e-04	1
2.091298e+02	2.683467e+00	5.000311e-04	1
2.095796e+02	2.683494e+00	5.000618e-04	1
2.100293e+02	2.683513e+00	5.001042e-04	1
2.104791e+02	2.683559e+00	5.001231e-04	1
2.109299e+02	2.683582e+00	5.000948e-04	1
2.113793e+02	2.683584e+00	5.001160e-04	1
2.118291e+02	2.683579e+00	5.000783e-04	1
2.122790e+02	2.683663e+00	5.000429e-04	1
2.127294e+02	2.683679e+00	5.000547e-04	1
2.131792e+02	2.683701e+00	5.000830e-04	1
2.136292e+02	2.683733e+00	5.000901e-04	1
2.140791e+02	2.683744e+00	5.000264e-04	1
2.145290e+02	2.683759e+00	5.000759e-04	1
2.149796e+02	2.683808e+00	5.000641e-04	1
2.154293e+02	2.683823e+00	5.000830e-04	1
2.158791e+02	2.683870e+00	5.000523e-04	1
2.163292e+02	2.683882e+00	5.000476e-04	1
2.167795e+02	2.683908e+00	5.000453e-04	1
2.172294e+02	2.683946e+00	4.999934e-04	1
2.176792e+02	2.683942e+00	5.000665e-04	1
2.181291e+02	2.683995e+00	5.000830e-04	1
2.185799e+02	2.684009e+00	5.000901e-04	1
2.190294e+02	2.684045e+00	5.000571e-04	1
2.194792e+02	2.684091e+00	5.001278e-04	1
2.199292e+02	2.684058e+00	4.999604e-04	1
2.203795e+02	2.684142e+00	5.001019e-04	1
2.208294e+02	2.684139e+00	5.000901e-04	1
2.212791e+02	2.684174e+00	4.999910e-04	1
2.217294e+02	2.684177e+00	5.000783e-04	1
2.221799e+02	2.684219e+00	5.000736e-04	1
2.226294e+02	2.684229e+00	5.000075e-04	1
2.230795e+02	2.684280e+00	5.000948e-04	1
2.235293e+02	2.684318e+00	5.000736e-04	1
2.239802e+02	2.684337e+00	5.001420e-04	1
2.244295e+02	2.684347e+00	5.000523e-04	1
2.248793e+02	2.684387e+00	5.000217e-04	1
2.253295e+02	2.684400e+00	5.000594e-04	1
2.257802e+02	2.684415e+00	5.001090e-04	1
2.262295e+02	2.684465e+00	5.000406e-04	1
2.266794e+02	2.684495e+00	5.001491e-04	1
2.271297e+02	2.684520e+00	5.001113e-04	1
2.275805e+02	2.684554e+00	5.001207e-04	1
2.280295e+02	2.684566e+00	5.001420e-04	1
2.284795e+02	2.684593e+00	5.000995e-04	1
2.289295e+02	2.684634e+00	5.000476e-04	1
2.293805e+02	2.684650e+00	5.001160e-04	1
2.298296e+02	2.684676e+00	5.001137e-04	1
2.302795e+02	2.684693e+00	5.001066e-04	1
2.307295e+02	2.684699e+00	5.000641e-04	1
2.311804e+02	2.684727e+00	5.001255e-04	1
2.316296e+02	2.684781e+00	5.000877e-04	1
2.320796e+02	2.684793e+00	5.000901e-04	1
2.325295e+02	2.684813e+00	5.000288e-04	1
2.329798e+02	2.684824e+00	5.000807e-04	1
2.334296e+02	2.684870e+00	5.001160e-04	1
2.338796e+02	2.684915e+00	5.000924e-04	1
2.343297e+02	2.684898e+00	5.001844e-04	1
2.347795e+02	2.684961e+00	5.001255e-04	1
2.352298e+02	2.684990e+00	5.001042e-04	1
2.356796e+02	2.685007e+00	5.000783e-04	1
2.361295e+02	2.685014e+00	5.000830e-04	1
2.365796e+02	2.685027e+00	5.001278e-04	1
2.370298e+02	2.685079e+00	5.000335e-04	1
2.374798e+02	2.685083e+00	5.001561e-04	1
2.379299e+02	2.685166e+00	5.000924e-04	1
2.383797e+02	2.685159e+00	5.000689e-04	1
2.388298e+02	2.685163e+00	5.000123e-04	1
2.392796e+02	2.685224e+00	5.000571e-04	1
2.397299e+02	2.685235e+00	5.000453e-04	1
