Device Serial:	0001
Lower Bound[V]:	2.6
Upper Bound[V]:	2.7
Charge Current[mA]:	0.5
Discharge Current[mA]:	-0.5
Half Cycles:	2
Samples to Average:	5

Elapsed_Time(s)	Potential(V)	Current(A)	Half-Cycle
1.088963e+03	2.639363e+00	-4.999792e-04	2
1.089413e+03	2.639357e+00	-5.000877e-04	2
1.089863e+03	2.639335e+00	-5.000783e-04	2
1.090313e+03	2.639299e+00	-5.000924e-04	2
1.090763e+03	2.639278e+00	-5.000476e-04	2
1.091213e+03	2.639243e+00	-5.001137e-04	2
1.091664e+03	2.639249e+00	-5.000995e-04	2
1.092113e+03	2.639214e+00	-5.000972e-04	2
1.092563e+03	2.639185e+00	-5.000311e-04	2
1.093013e+03	2.639197e+00	-5.000500e-04	2
1.093464e+03	2.639182e+00	-5.000476e-04	2
1.093913e+03	2.639131e+00	-4.999674e-04	2
1.094363e+03	2.639111e+00	-5.001137e-04	2
1.094813e+03	2.639088e+00	-5.001090e-04	2
1.095264e+03	2.639072e+00	-5.001373e-04	2
1.095713e+03	2.639059e+00	-4.999745e-04	2
1.096163e+03	2.639074e+00	-5.000948e-04	2
1.096613e+03	2.639005e+00	-5.000641e-04	2
1.097064e+03	2.639013e+00	-4.999816e-04	2
1.097513e+03	2.639013e+00	-5.000712e-04	2
1.097963e+03	2.638981e+00	-5.000759e-04	2
1.098413e+03	2.638949e+00	-5.001561e-04	2
1.098864e+03	2.638931e+00	-5.000382e-04	2
1.099314e+03	2.638907e+00	-5.000075e-04	2
1.099763e+03	2.638879e+00	-5.000146e-04	2
1.100213e+03	2.638862e+00	-5.000146e-04	2
1.100664e+03	2.638823e+00	-5.000453e-04	2
1.101114e+03	2.638815e+00	-5.000358e-04	2
1.101564e+03	2.638771e+00	-5.000240e-04	2
1.102013e+03	2.638809e+00	-5.000075e-04	2
1.102464e+03	2.638772e+00	-5.000948e-04	2
1.102913e+03	2.638750e+00	-5.000523e-04	2
1.103363e+03	2.638719e+00	-5.001373e-04	2
1.103813e+03	2.638725e+00	-5.000382e-04	2
1.104264e+03	2.638693e+00	-5.001207e-04	2
1.104714e+03	2.638653e+00	-5.000311e-04	2
1.105163e+03	2.638667e+00	-5.000453e-04	2
1.105613e+03	2.638660e+00	-5.000240e-04	2
1.106064e+03	2.638626e+00	-5.000712e-04	2
1.106514e+03	2.638612e+00	-5.001632e-04	2
1.106964e+03	2.638573e+00	-5.000783e-04	2
1.107414e+03	2.638580e+00	-5.000571e-04	2
1.107864e+03	2.638511e+00	-5.000382e-04	2
1.108314e+03	2.638526e+00	-5.000689e-04	2
1.108764e+03	2.638486e+00	-5.001042e-04	2
1.109214e+03	2.638480e+00	-5.000500e-04	2
1.109665e+03	2.638455e+00	-5.000807e-04	2
1.110114e+03	2.638450e+00	-5.000807e-04	2
1.110564e+03	2.638437e+00	-5.000665e-04	2
1.111014e+03	2.638399e+00	-5.000877e-04	2
1.111464e+03	2.638372e+00	-4.999840e-04	2
1.111914e+03	2.638351e+00	-5.001632e-04	2
1.112364e+03	2.638345e+00	-5.000571e-04	2
1.112814e+03	2.638320e+00	-5.000877e-04	2
1.113264e+03	2.638290e+00	-5.000901e-04	2
1.113714e+03	2.638287e+00	-5.000429e-04	2
1.114164e+03	2.638261e+00	-5.000123e-04	2
1.114614e+03	2.638236e+00	-5.000759e-04	2
1.115064e+03	2.638222e+00	-5.000877e-04	2
1.115514e+03	2.638161e+00	-5.000641e-04	2
1.115964e+03	2.638184e+00	-4.999745e-04	2
1.116413e+03	2.638138e+00	-5.001160e-04	2
1.116865e+03	2.638133e+00	-5.000594e-04	2
1.117314e+03	2.638130e+00	-5.001019e-04	2
1.117764e+03	2.638086e+00	-5.001420e-04	2
1.118214e+03	2.638056e+00	-5.001420e-04	2
1.118664e+03	2.638046e+00	-5.000429e-04	2
1.119114e+03	2.638053e+00	-5.000759e-04	2
1.119564e+03	2.638042e+00	-5.000476e-04	2
1.120014e+03	2.638011e+00	-5.000641e-04	2
1.120464e+03	2.637992e+00	-5.000689e-04	2
1.120914e+03	2.637959e+00	-5.000759e-04	2
1.121364e+03	2.637936e+00	-5.001373e-04	2
1.121814e+03	2.637910e+00	-5.001137e-04	2
1.122264e+03	2.637914e+00	-4.999981e-04	2
1.122714e+03	2.637878e+00	-5.000948e-04	2
1.123164e+03	2.637866e+00	-5.001090e-04	2
1.123614e+03	2.637855e+00	-5.000547e-04	2
1.124064e+03	2.637824e+00	-5.001396e-04	2
1.124515e+03	2.637818e+00	-5.000995e-04	2
1.124964e+03	2.637782e+00	-5.000759e-04	2
1.125414e+03	2.637747e+00	-5.001939e-04	2
1.125864e+03	2.637748e+00	-5.000453e-04	2
1.126314e+03	2.637740e+00	-5.000665e-04	2
1.126764e+03	2.637711e+00	-5.000288e-04	2
1.127214e+03	2.637696e+00	-5.000453e-04	2
1.127664e+03	2.637665e+00	-5.000571e-04	2
1.128115e+03	2.637669e+00	-5.000807e-04	2
1.128564e+03	2.637618e+00	-5.000500e-04	2
1.129014e+03	2.637601e+00	-5.000594e-04	2
1.129464e+03	2.637585e+00	-5.000783e-04	2
1.129915e+03	2.637555e+00	-5.000854e-04	2
1.130364e+03	2.637556e+00	-5.000641e-04	2
1.130814e+03	2.637533e+00	-5.001019e-04	2
1.131264e+03	2.637521e+00	-5.001538e-04	2
1.131715e+03	2.637495e+00	-5.000618e-04	2
1.132164e+03	2.637474e+00	-5.001042e-04	2
1.132614e+03	2.637480e+00	-5.000170e-04	2
1.133064e+03	2.637444e+00	-5.000901e-04	2
1.133514e+03	2.637427e+00	-5.000689e-04	2
1.133965e+03	2.637391e+00	-5.000523e-04	2
1.134414e+03	2.637400e+00	-5.001255e-04	2
1.134864e+03	2.637361e+00	-5.001019e-04	2
1.135314e+03	2.637336e+00	-4.999651e-04	2
1.135765e+03	2.637307e+00	-5.000807e-04	2
1.136214e+03	2.637296e+00	-5.001844e-04	2
1.136664e+03	2.637287e+00	-5.000335e-04	2
1.137114e+03	2.637276e+00	-5.000335e-04	2
1.137564e+03	2.637255e+00	-5.001632e-04	2
1.138014e+03	2.637232e+00	-5.000429e-04	2
1.138464e+03	2.637203e+00	-5.001160e-04	2
1.138914e+03	2.637162e+00	-5.000783e-04	2
1.139365e+03	2.637182e+00	-5.000288e-04	2
1.139814e+03	2.637151e+00	-5.001231e-04	2
1.140265e+03	2.637122e+00	-5.000005e-04	2
1.140714e+03	2.637128e+00	-5.000641e-04	2
1.141165e+03	2.637098e+00	-5.000264e-04	2
1.141615e+03	2.637068e+00	-5.000924e-04	2
1.142065e+03	2.637030e+00	-5.000854e-04	2
1.142514e+03	2.637032e+00	-5.000948e-04	2
1.142965e+03	2.637015e+00	-5.000288e-04	2
1.143415e+03	2.636985e+00	-5.000854e-04	2
1.143865e+03	2.636968e+00	-5.000358e-04	2
1.144315e+03	2.636953e+00	-5.000382e-04	2
1.144765e+03	2.636945e+00	-5.001207e-04	2
1.145215e+03	2.636947e+00	-5.000547e-04	2
1.145664e+03	2.636885e+00	-5.001608e-04	2
1.146114e+03	2.636897e+00	-5.001231e-04	2
1.146565e+03	2.636844e+00	-5.001113e-04	2
1.147015e+03	2.636842e+00	-5.001278e-04	2
1.147465e+03	2.636816e+00	-5.000240e-04	2
1.147915e+03	2.636820e+00	-5.000382e-04	2
1.148365e+03	2.636782e+00	-5.000335e-04	2
1.148815e+03	2.636762e+00	-5.001373e-04	2
1.149265e+03	2.636756e+00	-5.001207e-04	2
1.149715e+03	2.636734e+00	-5.000641e-04	2
1.150165e+03	2.636710e+00	-5.001066e-04	2
1.150615e+03	2.636696e+00	-5.001066e-04	2
1.151065e+03	2.636702e+00	-5.000193e-04	2
1.151514e+03	2.636652e+00	-5.001113e-04	2
1.151965e+03	2.636597e+00	-5.001137e-04	2
1.152415e+03	2.636588e+00	-5.000972e-04	2
1.152865e+03	2.636587e+00	-5.001066e-04	2
1.153315e+03	2.636565e+00	-5.000571e-04	2
1.153765e+03	2.636568e+00	-5.000288e-04	2
1.154215e+03	2.636550e+00	-5.000382e-04	2
1.154665e+03	2.636494e+00	-5.000335e-04	2
1.155115e+03	2.636515e+00	-5.000948e-04	2
1.155565e+03	2.636491e+00	-5.001278e-04	2
1.156015e+03	2.636473e+00	-5.000453e-04	2
1.156465e+03	2.636446e+00	-5.001184e-04	2
1.156915e+03	2.636422e+00	-5.001514e-04	2
1.157365e+03	2.636420e+00	-5.001255e-04	2
1.157815e+03	2.636381e+00	-5.001231e-04	2
1.158265e+03	2.636367e+00	-5.000382e-04	2
1.158715e+03	2.636317e+00	-5.000877e-04	2
1.159165e+03	2.636357e+00	-5.000901e-04	2
1.159615e+03	2.636315e+00	-5.001207e-04	2
1.160065e+03	2.636282e+00	-5.000406e-04	2
1.160515e+03	2.636271e+00	-5.000005e-04	2
1.160965e+03	2.636257e+00	-5.000948e-04	2
1.161415e+03	2.636255e+00	-5.000358e-04	2
1.161865e+03	2.636214e+00	-5.001278e-04	2
1.162315e+03	2.636201e+00	-5.000783e-04	2
1.162765e+03	2.636174e+00	-5.000807e-04	2
1.163215e+03	2.636148e+00	-5.000406e-04	2
1.163665e+03	2.636131e+00	-5.001184e-04	2
1.164115e+03	2.636149e+00	-5.001538e-04	2
1.164565e+03	2.636095e+00	-5.001255e-04	2
1.165016e+03	2.636067e+00	-5.001467e-04	2
1.165465e+03	2.636037e+00	-5.001090e-04	2
1.165915e+03	2.636044e+00	-5.001278e-04	2
1.166365e+03	2.636022e+00	-5.000665e-04	2
1.166816e+03	2.635997e+00	-5.000311e-04	2
1.167265e+03	2.635964e+00	-5.000901e-04	2
1.167715e+03	2.635990e+00	-5.001042e-04	2
1.168165e+03	2.635909e+00	-5.000712e-04	2
1.168615e+03	2.635930e+00	-4.999792e-04	2
1.169065e+03	2.635930e+00	-5.000618e-04	2
1.169515e+03	2.635907e+00	-5.001090e-04	2
1.169965e+03	2.635847e+00	-5.000453e-04	2
1.170416e+03	2.635849e+00	-5.000523e-04	2
1.170865e+03	2.635847e+00	-5.001231e-04	2
1.171315e+03	2.635815e+00	-5.000783e-04	2
1.171765e+03	2.635796e+00	-5.000807e-04	2
1.172216e+03	2.635770e+00	-5.000759e-04	2
1.172665e+03	2.635741e+00	-5.000830e-04	2
1.173115e+03	2.635735e+00	-5.000311e-04	2
1.173565e+03	2.635752e+00	-5.000924e-04	2
1.174016e+03	2.635698e+00	-5.000783e-04	2
1.174465e+03	2.635678e+00	-5.000335e-04	2
1.174915e+03	2.635654e+00	-5.000948e-04	2
1.175365e+03	2.635638e+00	-5.001679e-04	2
1.175816e+03	2.635654e+00	-5.000689e-04	2
1.176265e+03	2.635616e+00	-5.001443e-04	2
1.176715e+03	2.635577e+00	-5.001231e-04	2
1.177165e+03	2.635560e+00	-5.001207e-04	2
1.177616e+03	2.635561e+00	-5.000995e-04	2
1.178065e+03	2.635527e+00	-5.001113e-04	2
1.178515e+03	2.635532e+00	-5.000877e-04	2
1.178965e+03	2.635497e+00	-5.000523e-04	2
1.179416e+03	2.635448e+00	-5.000736e-04	2
1.179865e+03	2.635482e+00	-5.001184e-04	2
1.180315e+03	2.635434e+00	-5.000948e-04	2
1.180765e+03	2.635431e+00	-5.001420e-04	2
1.181216e+03	2.635410e+00	-5.001090e-04	2
1.181665e+03	2.635405e+00	-5.001774e-04	2
1.182115e+03	2.635368e+00	-5.000665e-04	2
1.182565e+03	2.635381e+00	-5.001019e-04	2
1.183016e+03	2.635316e+00	-5.001090e-04	2
1.183465e+03	2.635314e+00	-5.000217e-04	2
1.183915e+03	2.635286e+00	-5.001231e-04	2
1.184365e+03	2.635293e+00	-5.001514e-04	2
1.184816e+03	2.635238e+00	-5.001160e-04	2
1.185266e+03	2.635233e+00	-5.000217e-04	2
1.185715e+03	2.635221e+00	-5.001514e-04	2
1.186165e+03	2.635217e+00	-5.001255e-04	2
1.186616e+03	2.635172e+00	-5.001396e-04	2
1.187066e+03	2.635155e+00	-5.001207e-04	2
1.187516e+03	2.635119e+00	-5.001042e-04	2
1.187965e+03	2.635101e+00	-5.001113e-04	2
1.188416e+03	2.635104e+00	-5.000807e-04	2
1.188865e+03	2.635090e+00	-5.001184e-04	2
1.189316e+03	2.635081e+00	-5.001278e-04	2
1.189765e+03	2.635052e+00	-4.999840e-04	2
1.190215e+03	2.635031e+00	-5.000948e-04	2
1.190666e+03	2.634999e+00	-5.000712e-04	2
1.191116e+03	2.634972e+00	-5.001302e-04	2
1.191566e+03	2.634985e+00	-5.000665e-04	2
1.192016e+03	2.634967e+00	-5.000972e-04	2
1.192467e+03	2.634948e+00	-5.000854e-04	2
1.192916e+03	2.634945e+00	-5.001373e-04	2
1.193366e+03	2.634910e+00	-5.000854e-04	2
1.193816e+03	2.634895e+00	-5.000689e-04	2
1.194267e+03	2.634850e+00	-5.000594e-04	2
1.194716e+03	2.634856e+00	-5.000736e-04	2
1.195166e+03	2.634805e+00	-5.000995e-04	2
1.195616e+03	2.634784e+00	-5.001231e-04	2
1.196066e+03	2.634811e+00	-5.001042e-04	2
1.196516e+03	2.634756e+00	-5.001231e-04	2
1.196966e+03	2.634776e+00	-5.001373e-04	2
1.197416e+03	2.634727e+00	-5.000689e-04	2
1.197866e+03	2.634709e+00	-5.000783e-04	2
1.198316e+03	2.634685e+00	-5.001231e-04	2
1.198766e+03	2.634687e+00	-5.000594e-04	2
1.199215e+03	2.634689e+00	-5.000807e-04	2
1.199666e+03	2.634645e+00	-5.001703e-04	2
1.200128e+03	2.634624e+00	-5.000830e-04	2
1.200583e+03	2.634615e+00	-5.000689e-04	2
1.201032e+03	2.634560e+00	-5.001184e-04	2
1.201482e+03	2.634550e+00	-5.001538e-04	2
1.201933e+03	2.634521e+00	-5.000759e-04	2
1.202383e+03	2.634532e+00	-5.000807e-04	2
1.202832e+03	2.634541e+00	-5.000523e-04	2
1.203282e+03	2.634470e+00	-5.000358e-04	2
1.203733e+03	2.634473e+00	-5.000052e-04	2
1.204183e+03	2.634464e+00	-5.000123e-04	2
1.204632e+03	2.634443e+00	-5.000146e-04	2
1.205083e+03	2.634423e+00	-5.000783e-04	2
1.205534e+03	2.634403e+00	-5.000453e-04	2
1.205982e+03	2.634406e+00	-5.000641e-04	2
1.206432e+03	2.634351e+00	-5.000995e-04	2
1.206882e+03	2.634354e+00	-5.001373e-04	2
1.207333e+03	2.634305e+00	-5.000288e-04	2
1.207783e+03	2.634299e+00	-5.001420e-04	2
1.208233e+03	2.634299e+00	-5.000641e-04	2
1.208683e+03	2.634260e+00	-5.000641e-04	2
1.209133e+03	2.634235e+00	-5.000641e-04	2
1.209583e+03	2.634235e+00	-5.000783e-04	2
1.210032e+03	2.634203e+00	-5.000382e-04	2
1.210483e+03	2.634181e+00	-5.000075e-04	2
1.210933e+03	2.634187e+00	-5.000311e-04	2
1.211382e+03	2.634158e+00	-5.000995e-04	2
1.211833e+03	2.634128e+00	-4.999792e-04	2
1.212296e+03	2.634116e+00	-5.000924e-04	2
1.212750e+03	2.634087e+00	-5.000641e-04	2
1.213200e+03	2.634064e+00	-5.001373e-04	2
1.213650e+03	2.634058e+00	-5.000335e-04	2
1.214100e+03	2.634080e+00	-5.001278e-04	2
1.214555e+03	2.634014e+00	-5.001891e-04	2
1.215006e+03	2.634009e+00	-5.001443e-04	2
1.215455e+03	2.633980e+00	-4.999910e-04	2
1.215906e+03	2.633994e+00	-5.000995e-04	2
1.216355e+03	2.633952e+00	-5.001443e-04	2
1.216806e+03	2.633927e+00	-5.000382e-04	2
1.217256e+03	2.633903e+00	-5.000665e-04	2
1.217705e+03	2.633907e+00	-5.000453e-04	2
1.218156e+03	2.633887e+00	-5.001750e-04	2
1.218606e+03	2.633865e+00	-5.000948e-04	2
1.219056e+03	2.633855e+00	-5.000901e-04	2
1.219506e+03	2.633817e+00	-5.001019e-04	2
1.219956e+03	2.633794e+00	-5.000783e-04	2
1.220409e+03	2.633786e+00	-5.001278e-04	2
1.220856e+03	2.633765e+00	-5.000594e-04	2
1.221305e+03	2.633742e+00	-5.001608e-04	2
1.221755e+03	2.633721e+00	-5.000429e-04	2
1.222206e+03	2.633684e+00	-5.000476e-04	2
1.222656e+03	2.633677e+00	-5.000500e-04	2
1.223106e+03	2.633658e+00	-5.000476e-04	2
1.223555e+03	2.633636e+00	-5.000641e-04	2
1.224006e+03	2.633662e+00	-5.001184e-04	2
1.224456e+03	2.633623e+00	-5.001137e-04	2
1.224906e+03	2.633596e+00	-5.001632e-04	2
1.225356e+03	2.633571e+00	-5.002033e-04	2
1.225806e+03	2.633573e+00	-5.000665e-04	2
1.226256e+03	2.633536e+00	-5.000641e-04	2
1.226706e+03	2.633504e+00	-5.000759e-04	2
1.227156e+03	2.633522e+00	-5.000500e-04	2
1.227606e+03	2.633471e+00	-5.000830e-04	2
1.228056e+03	2.633501e+00	-5.000429e-04	2
1.228506e+03	2.633452e+00	-5.000099e-04	2
1.228956e+03	2.633435e+00	-5.001632e-04	2
1.229406e+03	2.633435e+00	-5.000288e-04	2
1.229856e+03	2.633407e+00	-5.001325e-04	2
1.230306e+03	2.633391e+00	-5.000972e-04	2
1.230756e+03	2.633375e+00	-5.000571e-04	2
1.231206e+03	2.633344e+00	-5.001679e-04	2
1.231656e+03	2.633315e+00	-5.000901e-04	2
1.232106e+03	2.633283e+00	-5.001160e-04	2
1.232556e+03	2.633330e+00	-5.000641e-04	2
1.233006e+03	2.633261e+00	-5.001325e-04	2
1.233456e+03	2.633267e+00	-5.001396e-04	2
1.233906e+03	2.633212e+00	-5.001184e-04	2
1.234356e+03	2.633226e+00	-5.001373e-04	2
1.234806e+03	2.633169e+00	-5.001561e-04	2
1.235257e+03	2.633167e+00	-5.000901e-04	2
1.235706e+03	2.633176e+00	-5.001538e-04	2
1.236156e+03	2.633124e+00	-5.000948e-04	2
1.236606e+03	2.633145e+00	-5.000476e-04	2
1.237057e+03	2.633098e+00	-5.001373e-04	2
1.237506e+03	2.633098e+00	-5.000523e-04	2
1.237956e+03	2.633068e+00	-5.000335e-04	2
1.238406e+03	2.633051e+00	-5.000170e-04	2
1.238856e+03	2.633065e+00	-5.000830e-04	2
1.239306e+03	2.633027e+00	-5.000807e-04	2
1.239756e+03	2.633009e+00	-5.000264e-04	2
1.240206e+03	2.632957e+00	-4.999509e-04	2
1.240656e+03	2.632957e+00	-5.000807e-04	2
1.241106e+03	2.632922e+00	-4.999957e-04	2
1.241556e+03	2.632934e+00	-5.000783e-04	2
1.242006e+03	2.632917e+00	-5.001278e-04	2
1.242456e+03	2.632877e+00	-5.000571e-04	2
1.242906e+03	2.632865e+00	-5.000547e-04	2
1.243356e+03	2.632838e+00	-5.000005e-04	2
1.243806e+03	2.632832e+00	-5.000736e-04	2
1.244256e+03	2.632796e+00	-5.001137e-04	2
1.244706e+03	2.632795e+00	-5.000901e-04	2
1.245156e+03	2.632785e+00	-5.000712e-04	2
1.245606e+03	2.632753e+00	-5.000453e-04	2
1.246056e+03	2.632739e+00	-5.001090e-04	2
1.246506e+03	2.632716e+00	-5.001255e-04	2
1.246956e+03	2.632692e+00	-5.000924e-04	2
1.247407e+03	2.632693e+00	-5.000665e-04	2
1.247856e+03	2.632671e+00	-5.000689e-04	2
1.248306e+03	2.632653e+00	-5.000523e-04	2
1.248756e+03	2.632645e+00	-5.001420e-04	2
1.249206e+03	2.632630e+00	-5.000523e-04	2
1.249656e+03	2.632616e+00	-5.000571e-04	2
1.250106e+03	2.632568e+00	-5.000854e-04	2
1.250556e+03	2.632579e+00	-4.999580e-04	2
1.251006e+03	2.632579e+00	-5.000170e-04	2
1.251456e+03	2.632520e+00	-5.000382e-04	2
1.251907e+03	2.632500e+00	-5.000807e-04	2
1.252356e+03	2.632517e+00	-5.000075e-04	2
1.252806e+03	2.632456e+00	-5.000877e-04	2
1.253256e+03	2.632465e+00	-5.001467e-04	2
1.253707e+03	2.632466e+00	-5.000901e-04	2
1.254156e+03	2.632401e+00	-5.000382e-04	2
1.254606e+03	2.632404e+00	-5.000641e-04	2
1.255056e+03	2.632398e+00	-5.001160e-04	2
1.255507e+03	2.632364e+00	-5.001113e-04	2
1.255956e+03	2.632386e+00	-5.001514e-04	2
1.256406e+03	2.632330e+00	-5.001373e-04	2
1.256856e+03	2.632315e+00	-5.000641e-04	2
1.257307e+03	2.632307e+00	-5.000217e-04	2
1.257757e+03	2.632305e+00	-5.001042e-04	2
1.258207e+03	2.632266e+00	-5.000335e-04	2
1.258657e+03	2.632228e+00	-5.000358e-04	2
1.259108e+03	2.632220e+00	-5.000618e-04	2
1.259560e+03	2.632210e+00	-5.001255e-04	2
1.260007e+03	2.632168e+00	-5.001160e-04	2
1.260457e+03	2.632158e+00	-5.001042e-04	2
1.260907e+03	2.632174e+00	-5.001019e-04	2
1.261357e+03	2.632126e+00	-5.000995e-04	2
1.261806e+03	2.632124e+00	-5.001231e-04	2
1.262257e+03	2.632069e+00	-5.000193e-04	2
1.262707e+03	2.632076e+00	-5.001302e-04	2
1.263157e+03	2.632072e+00	-5.000594e-04	2
1.263607e+03	2.632041e+00	-5.001090e-04	2
1.264057e+03	2.632037e+00	-5.000618e-04	2
1.264507e+03	2.632004e+00	-5.001491e-04	2
1.264957e+03	2.631984e+00	-5.001420e-04	2
1.265407e+03	2.631971e+00	-5.001231e-04	2
1.265857e+03	2.631963e+00	-5.000783e-04	2
1.266307e+03	2.631961e+00	-5.000877e-04	2
1.266758e+03	2.631933e+00	-5.000476e-04	2
1.267207e+03	2.631888e+00	-5.001255e-04	2
1.267657e+03	2.631885e+00	-5.000523e-04	2
1.268107e+03	2.631871e+00	-5.000807e-04	2
1.268558e+03	2.631830e+00	-5.000759e-04	2
1.269007e+03	2.631824e+00	-5.000311e-04	2
1.269457e+03	2.631804e+00	-5.000594e-04	2
1.269907e+03	2.631801e+00	-5.000901e-04	2
1.270358e+03	2.631773e+00	-5.000099e-04	2
1.270807e+03	2.631754e+00	-5.001467e-04	2
1.271257e+03	2.631747e+00	-5.000453e-04	2
1.271707e+03	2.631717e+00	-5.000264e-04	2
1.272157e+03	2.631675e+00	-5.001231e-04	2
1.272607e+03	2.631711e+00	-5.000028e-04	2
1.273057e+03	2.631666e+00	-5.000736e-04	2
1.273507e+03	2.631653e+00	-5.001160e-04	2
1.273957e+03	2.631651e+00	-5.001113e-04	2
1.274408e+03	2.631595e+00	-4.999840e-04	2
1.274861e+03	2.631600e+00	-5.000547e-04	2
1.275317e+03	2.631565e+00	-5.001160e-04	2
1.275767e+03	2.631551e+00	-5.000854e-04	2
1.276218e+03	2.631544e+00	-4.999391e-04	2
1.276667e+03	2.631522e+00	-5.001325e-04	2
1.277117e+03	2.631500e+00	-5.001090e-04	2
1.277567e+03	2.631487e+00	-5.000311e-04	2
1.278018e+03	2.631451e+00	-4.999627e-04	2
1.278467e+03	2.631438e+00	-5.000594e-04	2
1.278917e+03	2.631400e+00	-5.000146e-04	2
1.279367e+03	2.631409e+00	-5.000807e-04	2
1.279818e+03	2.631375e+00	-4.999486e-04	2
1.280267e+03	2.631350e+00	-5.000476e-04	2
1.280717e+03	2.631364e+00	-5.000995e-04	2
1.281167e+03	2.631331e+00	-5.000783e-04	2
1.281618e+03	2.631324e+00	-5.001113e-04	2
1.282067e+03	2.631313e+00	-5.001042e-04	2
1.282517e+03	2.631260e+00	-5.001184e-04	2
1.282967e+03	2.631280e+00	-5.000571e-04	2
1.283418e+03	2.631209e+00	-5.001396e-04	2
1.283867e+03	2.631216e+00	-5.001019e-04	2
1.284317e+03	2.631200e+00	-5.001255e-04	2
1.284767e+03	2.631204e+00	-5.001349e-04	2
1.285218e+03	2.631184e+00	-5.000594e-04	2
1.285667e+03	2.631164e+00	-4.999533e-04	2
1.286117e+03	2.631119e+00	-5.000736e-04	2
1.286567e+03	2.631121e+00	-5.000288e-04	2
1.287018e+03	2.631133e+00	-4.999981e-04	2
1.287467e+03	2.631068e+00	-5.000736e-04	2
1.287917e+03	2.631089e+00	-5.000571e-04	2
1.288367e+03	2.631063e+00	-5.000594e-04	2
1.288818e+03	2.631043e+00	-5.001514e-04	2
1.289269e+03	2.631029e+00	-4.999934e-04	2
1.289718e+03	2.631003e+00	-5.001137e-04	2
1.290168e+03	2.630988e+00	-5.001184e-04	2
1.290622e+03	2.630969e+00	-5.000193e-04	2
1.291074e+03	2.630933e+00	-5.001113e-04	2
1.291523e+03	2.630928e+00	-5.001066e-04	2
1.291973e+03	2.630892e+00	-5.000099e-04	2
1.292423e+03	2.630889e+00	-5.000618e-04	2
1.292873e+03	2.630879e+00	-5.000335e-04	2
1.293325e+03	2.630837e+00	-5.000924e-04	2
1.293774e+03	2.630835e+00	-5.000594e-04	2
1.294223e+03	2.630797e+00	-5.000217e-04	2
1.294673e+03	2.630810e+00	-5.000712e-04	2
1.295124e+03	2.630791e+00	-5.000665e-04	2
1.295577e+03	2.630741e+00	-5.000736e-04	2
1.296023e+03	2.630738e+00	-5.000335e-04	2
1.296473e+03	2.630733e+00	-5.001302e-04	2
1.296924e+03	2.630712e+00	-5.001231e-04	2
1.297373e+03	2.630703e+00	-5.000830e-04	2
1.297823e+03	2.630674e+00	-5.002033e-04	2
1.298273e+03	2.630659e+00	-5.001325e-04	2
1.298724e+03	2.630628e+00	-5.001160e-04	2
1.299173e+03	2.630660e+00	-5.000712e-04	2
1.299625e+03	2.630598e+00	-5.000264e-04	2
1.300075e+03	2.630608e+00	-5.000783e-04	2
1.300524e+03	2.630573e+00	-5.000523e-04	2
1.300975e+03	2.630561e+00	-5.000924e-04	2
1.301424e+03	2.630547e+00	-5.000641e-04	2
1.301874e+03	2.630547e+00	-5.000830e-04	2
1.302326e+03	2.630516e+00	-5.000689e-04	2
1.302775e+03	2.630515e+00	-5.000523e-04	2
1.303224e+03	2.630479e+00	-4.999934e-04	2
1.303674e+03	2.630422e+00	-5.000995e-04	2
1.304124e+03	2.630445e+00	-5.001679e-04	2
1.304573e+03	2.630431e+00	-5.000075e-04	2
1.305023e+03	2.630382e+00	-5.000618e-04	2
1.305473e+03	2.630379e+00	-5.000123e-04	2
1.305923e+03	2.630359e+00	-5.001255e-04	2
1.306373e+03	2.630325e+00	-4.999344e-04	2
1.306824e+03	2.630334e+00	-5.000523e-04	2
1.307274e+03	2.630305e+00	-5.000500e-04	2
1.307724e+03	2.630289e+00	-5.000571e-04	2
1.308174e+03	2.630271e+00	-5.000382e-04	2
1.308624e+03	2.630227e+00	-5.001585e-04	2
1.309074e+03	2.630230e+00	-5.000240e-04	2
1.309524e+03	2.630231e+00	-5.000901e-04	2
1.309974e+03	2.630201e+00	-5.000807e-04	2
1.310425e+03	2.630180e+00	-5.001373e-04	2
1.310874e+03	2.630180e+00	-5.000476e-04	2
1.311325e+03	2.630129e+00	-5.000594e-04	2
1.311775e+03	2.630119e+00	-5.000948e-04	2
1.312226e+03	2.630103e+00	-5.000288e-04	2
1.312676e+03	2.630067e+00	-5.000547e-04	2
1.313125e+03	2.630075e+00	-5.000783e-04	2
1.313575e+03	2.630048e+00	-5.000523e-04	2
1.314026e+03	2.630039e+00	-5.001774e-04	2
1.314475e+03	2.630018e+00	-5.000193e-04	2
1.314925e+03	2.630003e+00	-5.000783e-04	2
1.315375e+03	2.629995e+00	-5.000877e-04	2
1.315825e+03	2.629993e+00	-5.000877e-04	2
1.316275e+03	2.629957e+00	-5.000571e-04	2
1.316725e+03	2.629929e+00	-5.001184e-04	2
1.317176e+03	2.629898e+00	-5.000689e-04	2
1.317626e+03	2.629910e+00	-5.000689e-04	2
1.318075e+03	2.629900e+00	-5.000665e-04	2
1.318525e+03	2.629875e+00	-5.000712e-04	2
1.318975e+03	2.629863e+00	-5.000736e-04	2
1.319426e+03	2.629801e+00	-5.000689e-04	2
