Device Serial:	0001
Estimated Duration[s]:	343.0252075195317
Start Time:	2022-10-10 13:23:05
Estimated End:	2022-10-10 13:28:48
Lower Bound[V]:	2.6
Upper Bound[V]:	2.7
Start Voltage[V]:	2.6569747924804688
Stop Voltage[V]:	2.6
Scan Rate[V/s]:	0.001
Cycles:	1
Samples to Average:	1

Elapsed_Time(s)	Potential(V)	Current(A)	Cycle
4.733373e+01	2.695374e+00	1.039683e-03	1
4.742583e+01	2.695328e+00	1.037443e-03	1
4.751508e+01	2.695267e+00	1.031440e-03	1
4.760438e+01	2.695160e+00	1.027796e-03	1
4.769442e+01	2.695004e+00	1.020261e-03	1
4.778510e+01	2.694916e+00	1.016876e-03	1
4.787459e+01	2.694828e+00	1.009718e-03	1
4.796459e+01	2.694794e+00	1.005768e-03	1
4.805470e+01	2.694721e+00	1.001628e-03	1
4.814538e+01	2.694679e+00	9.964631e-04	1
4.823505e+01	2.694481e+00	9.901186e-04	1
4.832501e+01	2.694389e+00	9.856256e-04	1
4.841473e+01	2.694313e+00	9.805665e-04	1
4.850571e+01	2.694210e+00	9.758848e-04	1
4.859503e+01	2.694168e+00	9.717101e-04	1
4.868487e+01	2.694065e+00	9.658963e-04	1
4.877442e+01	2.694016e+00	9.621816e-04	1
4.886501e+01	2.693989e+00	9.587499e-04	1
4.895679e+01	2.693790e+00	9.499761e-04	1
4.904415e+01	2.693668e+00	9.444807e-04	1
4.913461e+01	2.693600e+00	9.422755e-04	1
4.922502e+01	2.693512e+00	9.358012e-04	1
4.931525e+01	2.693420e+00	9.317327e-04	1
4.940484e+01	2.693352e+00	9.272987e-04	1
4.949498e+01	2.693260e+00	9.230887e-04	1
4.958621e+01	2.693146e+00	9.179352e-04	1
4.967540e+01	2.693104e+00	9.131474e-04	1
4.976437e+01	2.693047e+00	9.120624e-04	1
4.985476e+01	2.692936e+00	9.031707e-04	1
4.994583e+01	2.692795e+00	8.967083e-04	1
5.003555e+01	2.692734e+00	8.942790e-04	1
5.012432e+01	2.692612e+00	8.887954e-04	1
5.021457e+01	2.692516e+00	8.818730e-04	1
5.030594e+01	2.692448e+00	8.783588e-04	1
5.039513e+01	2.692341e+00	8.731346e-04	1
5.048470e+01	2.692280e+00	8.709294e-04	1
5.057424e+01	2.692047e+00	8.627098e-04	1
5.066568e+01	2.692112e+00	8.605871e-04	1
5.075526e+01	2.691956e+00	8.570729e-04	1
5.084459e+01	2.691853e+00	8.517780e-04	1
5.093445e+01	2.691845e+00	8.475444e-04	1
5.102572e+01	2.691711e+00	8.415183e-04	1
5.111511e+01	2.691650e+00	8.393956e-04	1
5.120501e+01	2.691589e+00	8.334402e-04	1
5.129531e+01	2.691460e+00	8.291595e-04	1
5.138846e+01	2.691341e+00	8.238056e-04	1
5.147536e+01	2.691238e+00	8.182984e-04	1
5.156421e+01	2.691196e+00	8.168714e-04	1
5.165473e+01	2.691044e+00	8.107864e-04	1
5.174824e+01	2.690948e+00	8.055740e-04	1
5.183589e+01	2.690956e+00	8.048193e-04	1
5.192455e+01	2.690842e+00	7.970596e-04	1
5.201474e+01	2.690777e+00	7.925902e-04	1
5.210848e+01	2.690624e+00	7.862221e-04	1
5.219569e+01	2.690594e+00	7.861867e-04	1
5.228328e+01	2.690437e+00	7.791936e-04	1
5.237489e+01	2.690380e+00	7.753610e-04	1
5.246764e+01	2.690277e+00	7.706203e-04	1
5.255534e+01	2.690170e+00	7.675424e-04	1
5.264489e+01	2.690109e+00	7.624951e-04	1
5.273488e+01	2.690022e+00	7.601012e-04	1
5.282820e+01	2.689922e+00	7.522944e-04	1
5.291449e+01	2.689831e+00	7.508793e-04	1
5.300486e+01	2.689728e+00	7.433083e-04	1
5.309439e+01	2.689613e+00	7.399002e-04	1
5.318812e+01	2.689533e+00	7.353010e-04	1
5.327438e+01	2.689434e+00	7.311500e-04	1
5.336576e+01	2.689442e+00	7.310439e-04	1
5.345511e+01	2.689308e+00	7.222111e-04	1
5.354743e+01	2.689194e+00	7.226828e-04	1
5.363491e+01	2.689137e+00	7.164209e-04	1
5.372466e+01	2.688995e+00	7.106424e-04	1
5.381449e+01	2.689007e+00	7.052885e-04	1
5.390832e+01	2.688850e+00	7.029300e-04	1
5.399529e+01	2.688782e+00	6.980242e-04	1
5.408470e+01	2.688614e+00	6.912905e-04	1
5.417434e+01	2.688538e+00	6.891914e-04	1
5.426844e+01	2.688496e+00	6.841323e-04	1
5.435566e+01	2.688412e+00	6.812195e-04	1
5.444447e+01	2.688271e+00	6.766675e-04	1
5.453526e+01	2.688221e+00	6.741911e-04	1
5.462800e+01	2.688145e+00	6.715731e-04	1
5.471514e+01	2.688072e+00	6.667734e-04	1
5.480618e+01	2.687981e+00	6.601459e-04	1
5.489514e+01	2.687778e+00	6.533651e-04	1
5.498841e+01	2.687798e+00	6.512542e-04	1
5.507454e+01	2.687744e+00	6.487305e-04	1
5.516625e+01	2.687584e+00	6.444380e-04	1
5.525522e+01	2.687435e+00	6.384590e-04	1
5.534943e+01	2.687439e+00	6.368434e-04	1
5.543590e+01	2.687305e+00	6.307938e-04	1
5.552568e+01	2.687214e+00	6.277276e-04	1
5.561528e+01	2.687214e+00	6.256403e-04	1
5.570890e+01	2.687088e+00	6.204751e-04	1
5.579499e+01	2.686947e+00	6.145552e-04	1
5.588539e+01	2.686829e+00	6.085527e-04	1
5.597535e+01	2.686722e+00	6.040596e-04	1
5.606837e+01	2.686726e+00	6.036822e-04	1
5.615405e+01	2.686646e+00	5.980689e-04	1
5.624524e+01	2.686440e+00	5.923023e-04	1
5.633547e+01	2.686470e+00	5.889177e-04	1
5.642862e+01	2.686314e+00	5.862762e-04	1
5.651543e+01	2.686234e+00	5.822902e-04	1
5.660489e+01	2.686153e+00	5.759221e-04	1
5.669494e+01	2.686089e+00	5.716650e-04	1
5.678816e+01	2.685951e+00	5.704267e-04	1
5.687529e+01	2.685860e+00	5.654502e-04	1
5.696492e+01	2.685791e+00	5.610397e-04	1
5.705492e+01	2.685749e+00	5.592236e-04	1
5.714853e+01	2.685658e+00	5.566646e-04	1
5.723545e+01	2.685524e+00	5.489521e-04	1
5.732519e+01	2.685455e+00	5.461690e-04	1
5.741625e+01	2.685299e+00	5.420298e-04	1
5.750826e+01	2.685276e+00	5.393764e-04	1
5.759524e+01	2.685093e+00	5.347891e-04	1
5.768531e+01	2.685028e+00	5.268761e-04	1
5.777539e+01	2.685020e+00	5.257440e-04	1
5.786864e+01	2.684875e+00	5.198359e-04	1
5.795533e+01	2.684750e+00	5.163688e-04	1
5.804530e+01	2.684669e+00	5.136329e-04	1
5.813524e+01	2.684620e+00	5.100125e-04	1
5.822825e+01	2.684540e+00	5.055666e-04	1
5.831570e+01	2.684425e+00	5.019345e-04	1
5.840563e+01	2.684334e+00	4.973471e-04	1
5.849566e+01	2.684296e+00	4.959673e-04	1
5.858870e+01	2.684185e+00	4.906370e-04	1
5.867473e+01	2.684109e+00	4.874176e-04	1
5.876604e+01	2.684017e+00	4.809198e-04	1
5.885449e+01	2.683880e+00	4.791745e-04	1
5.894835e+01	2.683815e+00	4.733371e-04	1
5.903559e+01	2.683781e+00	4.729007e-04	1
5.912392e+01	2.683594e+00	4.649996e-04	1
5.921492e+01	2.683537e+00	4.632307e-04	1
5.930901e+01	2.683411e+00	4.563201e-04	1
5.939606e+01	2.683346e+00	4.545630e-04	1
5.948589e+01	2.683270e+00	4.508601e-04	1
5.957528e+01	2.683205e+00	4.481478e-04	1
5.966857e+01	2.683140e+00	4.416382e-04	1
5.975575e+01	2.682976e+00	4.406004e-04	1
5.984489e+01	2.682907e+00	4.335955e-04	1
5.993477e+01	2.682796e+00	4.328880e-04	1
6.002861e+01	2.682739e+00	4.278878e-04	1
6.011623e+01	2.682579e+00	4.242439e-04	1
6.020470e+01	2.682484e+00	4.200457e-04	1
6.029582e+01	2.682423e+00	4.170385e-04	1
6.038840e+01	2.682430e+00	4.139960e-04	1
6.047558e+01	2.682343e+00	4.108827e-04	1
6.056477e+01	2.682121e+00	4.027693e-04	1
6.065467e+01	2.682110e+00	4.022622e-04	1
6.074902e+01	2.681938e+00	3.966135e-04	1
6.083521e+01	2.681923e+00	3.944908e-04	1
6.092502e+01	2.681870e+00	3.910591e-04	1
6.101480e+01	2.681763e+00	3.871675e-04	1
6.110900e+01	2.681656e+00	3.827688e-04	1
6.119561e+01	2.681591e+00	3.801626e-04	1
6.128511e+01	2.681545e+00	3.774031e-04	1
6.137529e+01	2.681385e+00	3.711176e-04	1
6.146889e+01	2.681320e+00	3.682048e-04	1
6.155576e+01	2.681156e+00	3.603744e-04	1
6.164503e+01	2.681091e+00	3.596432e-04	1
6.173404e+01	2.681015e+00	3.546077e-04	1
6.182846e+01	2.680904e+00	3.517657e-04	1
6.191558e+01	2.680870e+00	3.496076e-04	1
6.200518e+01	2.680725e+00	3.453740e-04	1
6.209534e+01	2.680687e+00	3.411051e-04	1
6.218860e+01	2.680599e+00	3.365413e-04	1
6.227637e+01	2.680489e+00	3.333454e-04	1
6.236576e+01	2.680382e+00	3.303972e-04	1
6.245539e+01	2.680321e+00	3.279915e-04	1
6.254855e+01	2.680180e+00	3.219890e-04	1
6.263584e+01	2.680115e+00	3.197248e-04	1
6.272542e+01	2.680042e+00	3.168356e-04	1
6.281524e+01	2.679928e+00	3.125077e-04	1
6.290846e+01	2.679825e+00	3.063401e-04	1
6.299573e+01	2.679733e+00	3.034980e-04	1
6.308495e+01	2.679680e+00	3.005970e-04	1
6.317530e+01	2.679565e+00	2.985097e-04	1
6.326848e+01	2.679466e+00	2.929553e-04	1
6.335627e+01	2.679443e+00	2.897595e-04	1
6.344550e+01	2.679272e+00	2.859268e-04	1
6.353589e+01	2.679203e+00	2.813159e-04	1
6.362815e+01	2.679115e+00	2.781908e-04	1
6.371583e+01	2.679047e+00	2.742520e-04	1
6.380600e+01	2.678932e+00	2.737213e-04	1
6.389468e+01	2.678837e+00	2.689217e-04	1
6.398903e+01	2.678753e+00	2.633909e-04	1
6.407579e+01	2.678688e+00	2.611503e-04	1
6.416511e+01	2.678619e+00	2.587092e-04	1
6.425516e+01	2.678474e+00	2.526595e-04	1
6.434908e+01	2.678471e+00	2.504543e-04	1
6.443562e+01	2.678284e+00	2.439682e-04	1
6.452492e+01	2.678177e+00	2.410672e-04	1
6.461481e+01	2.678131e+00	2.404540e-04	1
6.470849e+01	2.677971e+00	2.335670e-04	1
6.479590e+01	2.678009e+00	2.336614e-04	1
6.488422e+01	2.677963e+00	2.309491e-04	1
6.497443e+01	2.677761e+00	2.263499e-04	1
6.506817e+01	2.677750e+00	2.256423e-04	1
6.515441e+01	2.677666e+00	2.196516e-04	1
6.524479e+01	2.677498e+00	2.146633e-04	1
6.533518e+01	2.677475e+00	2.121986e-04	1
6.542763e+01	2.677284e+00	2.042503e-04	1
6.551610e+01	2.677277e+00	2.032479e-04	1
6.560451e+01	2.677155e+00	2.000757e-04	1
6.569533e+01	2.677025e+00	1.938727e-04	1
6.578687e+01	2.676929e+00	1.912311e-04	1
6.587574e+01	2.676918e+00	1.909363e-04	1
6.596421e+01	2.676777e+00	1.853819e-04	1
6.605542e+01	2.676693e+00	1.827049e-04	1
6.614579e+01	2.676586e+00	1.773275e-04	1
6.623576e+01	2.676502e+00	1.756411e-04	1
6.649862e+01	2.676247e+00	1.639550e-04	1
6.659558e+01	2.676205e+00	1.619637e-04	1
6.668474e+01	2.676052e+00	1.554525e-04	1
6.677470e+01	2.675938e+00	1.534950e-04	1
6.686828e+01	2.675919e+00	1.506560e-04	1
6.695574e+01	2.675816e+00	1.474766e-04	1
6.704473e+01	2.675739e+00	1.458615e-04	1
6.713507e+01	2.675606e+00	1.383179e-04	1
6.722834e+01	2.675610e+00	1.376346e-04	1
6.731615e+01	2.675461e+00	1.335729e-04	1
6.740540e+01	2.675365e+00	1.303786e-04	1
6.749458e+01	2.675217e+00	1.263157e-04	1
6.758763e+01	2.675163e+00	1.204220e-04	1
6.767589e+01	2.675091e+00	1.179504e-04	1
6.776492e+01	2.675018e+00	1.157670e-04	1
6.785477e+01	2.674911e+00	1.124558e-04	1
6.794671e+01	2.674770e+00	1.076484e-04	1
6.803614e+01	2.674713e+00	1.048610e-04	1
6.812552e+01	2.674572e+00	1.014773e-04	1
6.821450e+01	2.674545e+00	9.893954e-05	1
6.830704e+01	2.674442e+00	9.210598e-05	1
6.839607e+01	2.674374e+00	9.196699e-05	1
6.848560e+01	2.674313e+00	9.053123e-05	1
6.857467e+01	2.674191e+00	8.316588e-05	1
6.866749e+01	2.674011e+00	8.016467e-05	1
6.875587e+01	2.674068e+00	7.905710e-05	1
6.884505e+01	2.673935e+00	7.330287e-05	1
6.893526e+01	2.673698e+00	6.903672e-05	1
6.902904e+01	2.673740e+00	6.741834e-05	1
6.911538e+01	2.673649e+00	6.270349e-05	1
6.920468e+01	2.673615e+00	6.197000e-05	1
6.929469e+01	2.673489e+00	5.576181e-05	1
6.938842e+01	2.673344e+00	5.108452e-05	1
6.947601e+01	2.673290e+00	5.060565e-05	1
6.956575e+01	2.673222e+00	4.682100e-05	1
6.965541e+01	2.673092e+00	4.280221e-05	1
6.974960e+01	2.673016e+00	4.000378e-05	1
6.983605e+01	2.672913e+00	3.586376e-05	1
6.992475e+01	2.672890e+00	3.423989e-05	1
7.001479e+01	2.672657e+00	2.862251e-05	1
7.010821e+01	2.672638e+00	2.701426e-05	1
7.019594e+01	2.672535e+00	2.266634e-05	1
7.028516e+01	2.672512e+00	1.989985e-05	1
7.037547e+01	2.672371e+00	1.544142e-05	1
7.046866e+01	2.672340e+00	1.251781e-05	1
7.055567e+01	2.672241e+00	9.175301e-06	1
7.064543e+01	2.672073e+00	5.271673e-06	1
7.073568e+01	2.672001e+00	1.670003e-06	1
7.082904e+01	2.671940e+00	-5.645752e-07	1
7.091598e+01	2.671841e+00	-2.664804e-06	1
7.100510e+01	2.671776e+00	-5.360603e-06	1
7.109546e+01	2.671700e+00	-1.140428e-05	1
7.119020e+01	2.671597e+00	-1.434195e-05	1
7.127711e+01	2.671444e+00	-1.922011e-05	1
7.136795e+01	2.671379e+00	-2.075744e-05	1
7.145730e+01	2.671295e+00	-2.429736e-05	1
7.155060e+01	2.671169e+00	-2.866733e-05	1
7.163799e+01	2.671169e+00	-2.893424e-05	1
7.172626e+01	2.671043e+00	-3.295326e-05	1
7.181735e+01	2.670891e+00	-3.860331e-05	1
7.191174e+01	2.670837e+00	-4.035997e-05	1
7.199719e+01	2.670780e+00	-4.484546e-05	1
7.208792e+01	2.670662e+00	-4.792941e-05	1
7.217709e+01	2.670601e+00	-4.859972e-05	1
7.226902e+01	2.670513e+00	-5.489707e-05	1
7.235776e+01	2.670399e+00	-5.814278e-05	1
7.244710e+01	2.670334e+00	-6.229067e-05	1
7.253757e+01	2.670155e+00	-6.616426e-05	1
7.262612e+01	2.670105e+00	-6.710553e-05	1
7.271782e+01	2.670010e+00	-7.243574e-05	1
7.280670e+01	2.669941e+00	-7.294261e-05	1
7.289625e+01	2.669907e+00	-7.562947e-05	1
7.298746e+01	2.669842e+00	-7.703376e-05	1
7.307761e+01	2.669800e+00	-8.055377e-05	1
7.316708e+01	2.669609e+00	-8.986533e-05	1
7.325727e+01	2.669510e+00	-9.128189e-05	1
7.334668e+01	2.669357e+00	-9.559393e-05	1
7.343933e+01	2.669399e+00	-9.514689e-05	1
7.352566e+01	2.669216e+00	-1.016595e-04	1
7.361603e+01	2.669197e+00	-1.013190e-04	1
7.370536e+01	2.669060e+00	-1.079552e-04	1
7.379732e+01	2.668983e+00	-1.098499e-04	1
7.388783e+01	2.668968e+00	-1.120507e-04	1
7.397620e+01	2.668861e+00	-1.166701e-04	1
7.406671e+01	2.668705e+00	-1.197836e-04	1
7.415763e+01	2.668610e+00	-1.232437e-04	1
7.424662e+01	2.668503e+00	-1.279720e-04	1
7.433761e+01	2.668438e+00	-1.304957e-04	1
7.442719e+01	2.668301e+00	-1.350769e-04	1
7.451894e+01	2.668190e+00	-1.361487e-04	1
7.460713e+01	2.668182e+00	-1.399359e-04	1
7.469609e+01	2.668041e+00	-1.416638e-04	1
7.478701e+01	2.668068e+00	-1.428916e-04	1
7.487772e+01	2.667950e+00	-1.481339e-04	1
7.496773e+01	2.667828e+00	-1.523144e-04	1
7.505702e+01	2.667789e+00	-1.541091e-04	1
7.514617e+01	2.667652e+00	-1.591922e-04	1
7.523764e+01	2.667534e+00	-1.618500e-04	1
7.532629e+01	2.667400e+00	-1.656189e-04	1
7.541918e+01	2.667324e+00	-1.690611e-04	1
7.550721e+01	2.667282e+00	-1.710641e-04	1
7.559749e+01	2.667175e+00	-1.750593e-04	1
7.568782e+01	2.667042e+00	-1.790346e-04	1
7.577776e+01	2.667015e+00	-1.814276e-04	1
7.586678e+01	2.666855e+00	-1.840538e-04	1
7.595721e+01	2.666855e+00	-1.881921e-04	1
7.604706e+01	2.666744e+00	-1.912270e-04	1
7.613777e+01	2.666634e+00	-1.952877e-04	1
7.622714e+01	2.666542e+00	-1.973897e-04	1
7.632075e+01	2.666439e+00	-1.994998e-04	1
7.640777e+01	2.666290e+00	-2.048262e-04	1
7.649699e+01	2.666283e+00	-2.048759e-04	1
7.658775e+01	2.666245e+00	-2.090094e-04	1
7.668089e+01	2.666088e+00	-2.118348e-04	1
7.676782e+01	2.666042e+00	-2.148883e-04	1
7.685675e+01	2.665974e+00	-2.166482e-04	1
7.694671e+01	2.665840e+00	-2.221595e-04	1
7.720895e+01	2.665554e+00	-2.310316e-04	1
7.730708e+01	2.665520e+00	-2.349232e-04	1
7.740172e+01	2.665318e+00	-2.383313e-04	1
7.748854e+01	2.665318e+00	-2.396403e-04	1
7.757639e+01	2.665237e+00	-2.431192e-04	1
7.766733e+01	2.665138e+00	-2.484849e-04	1
7.776076e+01	2.665077e+00	-2.495344e-04	1
7.784722e+01	2.664886e+00	-2.538270e-04	1
7.793758e+01	2.664814e+00	-2.563860e-04	1
7.802654e+01	2.664734e+00	-2.582964e-04	1
7.812092e+01	2.664642e+00	-2.627541e-04	1
7.820746e+01	2.664593e+00	-2.650301e-04	1
7.829590e+01	2.664433e+00	-2.685679e-04	1
7.838802e+01	2.664402e+00	-2.711269e-04	1
7.848043e+01	2.664265e+00	-2.749360e-04	1
7.856820e+01	2.664146e+00	-2.768110e-04	1
7.865731e+01	2.664135e+00	-2.800069e-04	1
7.874718e+01	2.664062e+00	-2.852428e-04	1
7.884084e+01	2.663910e+00	-2.874363e-04	1
7.892692e+01	2.663921e+00	-2.874953e-04	1
7.901628e+01	2.663723e+00	-2.942053e-04	1
7.910747e+01	2.663631e+00	-2.980262e-04	1
7.919884e+01	2.663555e+00	-3.021418e-04	1
7.928843e+01	2.663544e+00	-3.018706e-04	1
7.937446e+01	2.663349e+00	-3.079085e-04	1
7.946711e+01	2.663300e+00	-3.109628e-04	1
7.956073e+01	2.663132e+00	-3.138638e-04	1
7.964728e+01	2.663143e+00	-3.139228e-04	1
7.973660e+01	2.663017e+00	-3.182861e-04	1
7.982716e+01	2.662975e+00	-3.211282e-04	1
7.992178e+01	2.662807e+00	-3.264939e-04	1
8.000768e+01	2.662750e+00	-3.257509e-04	1
8.009457e+01	2.662682e+00	-3.298194e-04	1
8.018713e+01	2.662586e+00	-3.347370e-04	1
8.028024e+01	2.662525e+00	-3.346780e-04	1
8.036487e+01	2.662449e+00	-3.403385e-04	1
8.045831e+01	2.662334e+00	-3.421310e-04	1
8.054692e+01	2.662220e+00	-3.469661e-04	1
8.064206e+01	2.662205e+00	-3.445603e-04	1
8.072609e+01	2.662041e+00	-3.523789e-04	1
8.081751e+01	2.661900e+00	-3.578743e-04	1
8.090726e+01	2.661793e+00	-3.636410e-04	1
8.100193e+01	2.661785e+00	-3.648556e-04	1
8.108769e+01	2.661655e+00	-3.658226e-04	1
8.117747e+01	2.661568e+00	-3.692072e-04	1
8.126794e+01	2.661522e+00	-3.735115e-04	1
8.136146e+01	2.661385e+00	-3.756578e-04	1
8.144784e+01	2.661293e+00	-3.762946e-04	1
8.153691e+01	2.661201e+00	-3.812476e-04	1
8.162673e+01	2.661068e+00	-3.853396e-04	1
8.172192e+01	2.661087e+00	-3.864246e-04	1
8.180771e+01	2.660919e+00	-3.871911e-04	1
8.189661e+01	2.660858e+00	-3.937007e-04	1
8.198887e+01	2.660774e+00	-3.957644e-04	1
8.208201e+01	2.660713e+00	-3.959885e-04	1
8.216586e+01	2.660568e+00	-4.005876e-04	1
8.225735e+01	2.660400e+00	-4.075572e-04	1
8.234909e+01	2.660351e+00	-4.080996e-04	1
8.244065e+01	2.660416e+00	-4.085713e-04	1
8.252734e+01	2.660210e+00	-4.158592e-04	1
8.261641e+01	2.660213e+00	-4.167555e-04	1
8.270779e+01	2.660046e+00	-4.202344e-04	1
8.280242e+01	2.659935e+00	-4.238547e-04	1
8.288858e+01	2.659843e+00	-4.287133e-04	1
8.297634e+01	2.659748e+00	-4.319799e-04	1
8.306810e+01	2.659649e+00	-4.348338e-04	1
8.316196e+01	2.659607e+00	-4.363314e-04	1
8.324716e+01	2.659439e+00	-4.383008e-04	1
8.333892e+01	2.659447e+00	-4.424047e-04	1
8.342724e+01	2.659374e+00	-4.443741e-04	1
8.352209e+01	2.659184e+00	-4.494686e-04	1
8.360755e+01	2.659210e+00	-4.472161e-04	1
8.369529e+01	2.659069e+00	-4.502469e-04	1
8.378719e+01	2.658978e+00	-4.569334e-04	1
8.388125e+01	2.658901e+00	-4.588084e-04	1
8.396868e+01	2.658794e+00	-4.606363e-04	1
8.405701e+01	2.658752e+00	-4.656954e-04	1
8.414754e+01	2.658577e+00	-4.653534e-04	1
8.424039e+01	2.658562e+00	-4.716743e-04	1
8.432713e+01	2.658436e+00	-4.753418e-04	1
8.441807e+01	2.658340e+00	-4.765919e-04	1
8.450750e+01	2.658344e+00	-4.785495e-04	1
8.460137e+01	2.658150e+00	-4.829953e-04	1
8.468972e+01	2.658062e+00	-4.854600e-04	1
8.477719e+01	2.657955e+00	-4.924059e-04	1
8.486711e+01	2.657852e+00	-4.902714e-04	1
8.495945e+01	2.657722e+00	-4.969343e-04	1
8.504786e+01	2.657711e+00	-4.983141e-04	1
8.513788e+01	2.657619e+00	-5.006844e-04	1
8.522617e+01	2.657562e+00	-5.026420e-04	1
8.532194e+01	2.657467e+00	-5.083261e-04	1
8.540906e+01	2.657436e+00	-5.087035e-04	1
8.549667e+01	2.657249e+00	-5.136682e-04	1
8.558647e+01	2.657185e+00	-5.130786e-04	1
8.567906e+01	2.657074e+00	-5.196118e-04	1
8.576786e+01	2.656986e+00	-5.211920e-04	1
8.585754e+01	2.656925e+00	-5.256615e-04	1
8.594784e+01	2.656891e+00	-5.260506e-04	1
8.604218e+01	2.656719e+00	-5.309682e-04	1
8.612836e+01	2.656647e+00	-5.326899e-04	1
8.621821e+01	2.656509e+00	-5.383269e-04	1
8.630869e+01	2.656528e+00	-5.378080e-04	1
8.639771e+01	2.656330e+00	-5.457563e-04	1
8.648897e+01	2.656315e+00	-5.435864e-04	1
8.657766e+01	2.656269e+00	-5.455204e-04	1
8.666824e+01	2.656116e+00	-5.487634e-04	1
8.676308e+01	2.656006e+00	-5.537990e-04	1
8.684828e+01	2.655910e+00	-5.560867e-04	1
8.693964e+01	2.655834e+00	-5.612284e-04	1
8.702848e+01	2.655720e+00	-5.619595e-04	1
8.712273e+01	2.655624e+00	-5.673960e-04	1
8.720897e+01	2.655575e+00	-5.671955e-04	1
8.729638e+01	2.655544e+00	-5.682333e-04	1
8.738979e+01	2.655426e+00	-5.741886e-04	1
8.748429e+01	2.655239e+00	-5.767358e-04	1
8.756895e+01	2.655220e+00	-5.808869e-04	1
8.765877e+01	2.655148e+00	-5.854153e-04	1
8.774788e+01	2.655090e+00	-5.868186e-04	1
8.783972e+01	2.654861e+00	-5.911230e-04	1
8.792866e+01	2.654823e+00	-5.932103e-04	1
8.801856e+01	2.654778e+00	-5.922433e-04	1
8.810751e+01	2.654705e+00	-5.964533e-04	1
8.819798e+01	2.654526e+00	-6.020784e-04	1
8.828998e+01	2.654552e+00	-6.027978e-04	1
8.837764e+01	2.654327e+00	-6.046846e-04	1
8.846879e+01	2.654346e+00	-6.079512e-04	1
8.855759e+01	2.654255e+00	-6.114537e-04	1
8.864914e+01	2.654064e+00	-6.183642e-04	1
8.874038e+01	2.654034e+00	-6.179043e-04	1
8.882699e+01	2.653969e+00	-6.203572e-04	1
8.891897e+01	2.653809e+00	-6.250979e-04	1
8.900918e+01	2.653778e+00	-6.262653e-04	1
8.909793e+01	2.653702e+00	-6.302631e-04	1
8.918918e+01	2.653549e+00	-6.319141e-04	1
8.927844e+01	2.653492e+00	-6.353222e-04	1
8.936975e+01	2.653419e+00	-6.376218e-04	1
8.945873e+01	2.653389e+00	-6.406761e-04	1
8.954814e+01	2.653282e+00	-6.410534e-04	1
8.963853e+01	2.653088e+00	-6.491786e-04	1
8.973022e+01	2.652985e+00	-6.508178e-04	1
8.981879e+01	2.652962e+00	-6.525632e-04	1
8.990885e+01	2.652908e+00	-6.546387e-04	1
8.999778e+01	2.652729e+00	-6.583770e-04	1
9.009004e+01	2.652634e+00	-6.622804e-04	1
9.017793e+01	2.652550e+00	-6.645682e-04	1
9.026850e+01	2.652573e+00	-6.650988e-04	1
9.035683e+01	2.652397e+00	-6.703938e-04	1
9.045155e+01	2.652378e+00	-6.724929e-04	1
9.053911e+01	2.652199e+00	-6.757949e-04	1
9.062829e+01	2.652111e+00	-6.798634e-04	1
9.071854e+01	2.652119e+00	-6.805355e-04	1
9.080998e+01	2.651974e+00	-6.824106e-04	1
9.089806e+01	2.651924e+00	-6.861371e-04	1
9.098914e+01	2.651806e+00	-6.884721e-04	1
9.107846e+01	2.651627e+00	-6.945217e-04	1
9.116925e+01	2.651520e+00	-6.950524e-04	1
9.125767e+01	2.651485e+00	-6.959722e-04	1
9.134911e+01	2.651424e+00	-7.015030e-04	1
9.143954e+01	2.651363e+00	-7.028120e-04	1
9.152988e+01	2.651299e+00	-7.095929e-04	1
9.161842e+01	2.651134e+00	-7.101235e-04	1
9.170738e+01	2.651085e+00	-7.116802e-04	1
9.179809e+01	2.650940e+00	-7.158902e-04	1
9.189156e+01	2.650887e+00	-7.173643e-04	1
9.197784e+01	2.650772e+00	-7.204186e-04	1
9.206964e+01	2.650734e+00	-7.241333e-04	1
9.215844e+01	2.650612e+00	-7.260084e-04	1
9.225208e+01	2.650566e+00	-7.258079e-04	1
9.233749e+01	2.650467e+00	-7.307372e-04	1
9.242836e+01	2.650398e+00	-7.316689e-04	1
9.251845e+01	2.650238e+00	-7.402894e-04	1
9.261352e+01	2.650093e+00	-7.457730e-04	1
9.269856e+01	2.650097e+00	-7.436621e-04	1
9.278725e+01	2.649960e+00	-7.480962e-04	1
9.287868e+01	2.649960e+00	-7.492754e-04	1
9.297262e+01	2.649818e+00	-7.481905e-04	1
9.305805e+01	2.649689e+00	-7.562803e-04	1
9.314840e+01	2.649651e+00	-7.564926e-04	1
9.323881e+01	2.649509e+00	-7.618465e-04	1
9.333436e+01	2.649456e+00	-7.611507e-04	1
9.341884e+01	2.649349e+00	-7.664693e-04	1
9.350832e+01	2.649254e+00	-7.701722e-04	1
9.359844e+01	2.649166e+00	-7.737336e-04	1
9.369420e+01	2.649075e+00	-7.750190e-04	1
9.377901e+01	2.649017e+00	-7.776016e-04	1
9.386860e+01	2.648972e+00	-7.784035e-04	1
9.395798e+01	2.648785e+00	-7.859627e-04	1
9.405329e+01	2.648727e+00	-7.866702e-04	1
9.414034e+01	2.648632e+00	-7.887811e-04	1
9.422826e+01	2.648582e+00	-7.918590e-04	1
9.431820e+01	2.648506e+00	-7.932506e-04	1
9.441398e+01	2.648388e+00	-7.963049e-04	1
