Device Serial:	0001
Estimated Duration[s]:	343.0252075195317
Start Time:	2022-10-10 13:23:05
Estimated End:	2022-10-10 13:28:48
Lower Bound[V]:	2.6
Upper Bound[V]:	2.7
Start Voltage[V]:	2.6569747924804688
Stop Voltage[V]:	2.6
Scan Rate[V/s]:	0.001
Cycles:	1
Samples to Average:	1

Elapsed_Time(s)	Potential(V)	Current(A)	Cycle
1.106525e+01	2.667740e+00	4.016726e-04	0
1.116013e+01	2.667889e+00	4.071798e-04	0
1.124570e+01	2.667995e+00	4.100454e-04	0
1.133488e+01	2.668045e+00	4.115667e-04	0
1.142540e+01	2.668144e+00	4.134535e-04	0
1.152025e+01	2.668221e+00	4.168498e-04	0
1.160665e+01	2.668331e+00	4.196329e-04	0
1.169567e+01	2.668369e+00	4.231118e-04	0
1.178630e+01	2.668530e+00	4.269090e-04	0
1.188165e+01	2.668545e+00	4.300577e-04	0
1.196611e+01	2.668716e+00	4.335130e-04	0
1.205669e+01	2.668747e+00	4.369211e-04	0
1.214579e+01	2.668900e+00	4.403999e-04	0
1.224093e+01	2.668991e+00	4.451642e-04	0
1.232627e+01	2.669022e+00	4.429943e-04	0
1.241566e+01	2.669109e+00	4.453293e-04	0
1.250661e+01	2.669159e+00	4.512964e-04	0
1.259968e+01	2.669285e+00	4.507422e-04	0
1.268530e+01	2.669392e+00	4.573461e-04	0
1.277600e+01	2.669495e+00	4.570867e-04	0
1.286386e+01	2.669640e+00	4.629005e-04	0
1.296191e+01	2.669647e+00	4.660374e-04	0
1.304592e+01	2.669765e+00	4.683841e-04	0
1.313644e+01	2.669796e+00	4.723347e-04	0
1.322609e+01	2.670025e+00	4.765447e-04	0
1.331965e+01	2.670010e+00	4.767098e-04	0
1.340512e+01	2.670151e+00	4.805778e-04	0
1.349588e+01	2.670223e+00	4.845402e-04	0
1.358625e+01	2.670353e+00	4.873940e-04	0
1.367988e+01	2.670414e+00	4.897172e-04	0
1.376715e+01	2.670490e+00	4.931960e-04	0
1.385737e+01	2.670589e+00	4.941277e-04	0
1.394659e+01	2.670643e+00	4.997528e-04	0
1.403624e+01	2.670773e+00	5.021232e-04	0
1.412654e+01	2.670868e+00	5.051893e-04	0
1.421515e+01	2.670925e+00	5.054605e-04	0
1.430532e+01	2.671085e+00	5.092696e-04	0
1.439595e+01	2.671169e+00	5.133734e-04	0
1.448674e+01	2.671253e+00	5.151305e-04	0
1.457517e+01	2.671288e+00	5.195410e-04	0
1.466574e+01	2.671436e+00	5.222062e-04	0
1.475658e+01	2.671406e+00	5.230081e-04	0
1.484524e+01	2.671562e+00	5.268407e-04	0
1.493564e+01	2.671585e+00	5.312276e-04	0
1.502577e+01	2.671726e+00	5.302017e-04	0
1.511576e+01	2.671856e+00	5.359565e-04	0
1.520761e+01	2.671890e+00	5.366051e-04	0
1.529654e+01	2.671967e+00	5.393410e-04	0
1.538636e+01	2.672127e+00	5.434449e-04	0
1.547543e+01	2.672192e+00	5.472422e-04	0
1.556868e+01	2.672367e+00	5.534216e-04	0
1.565691e+01	2.672352e+00	5.513107e-04	0
1.574323e+01	2.672382e+00	5.515819e-04	0
1.583488e+01	2.672535e+00	5.595892e-04	0
1.593003e+01	2.672642e+00	5.608864e-04	0
1.601622e+01	2.672615e+00	5.620303e-04	0
1.610628e+01	2.672901e+00	5.691177e-04	0
1.619547e+01	2.672890e+00	5.683512e-04	0
1.628810e+01	2.672935e+00	5.716885e-04	0
1.637587e+01	2.673157e+00	5.764882e-04	0
1.646588e+01	2.673130e+00	5.764764e-04	0
1.655390e+01	2.673298e+00	5.790944e-04	0
1.665006e+01	2.673355e+00	5.824789e-04	0
1.673643e+01	2.673450e+00	5.865002e-04	0
1.682602e+01	2.673527e+00	5.900734e-04	0
1.691791e+01	2.673641e+00	5.937646e-04	0
1.701134e+01	2.673740e+00	5.954273e-04	0
1.709611e+01	2.673847e+00	5.984345e-04	0
1.718654e+01	2.673889e+00	6.011586e-04	0
1.727617e+01	2.674057e+00	6.054512e-04	0
1.736950e+01	2.674145e+00	6.079630e-04	0
1.745744e+01	2.674171e+00	6.088121e-04	0
1.754560e+01	2.674248e+00	6.112414e-04	0
1.763629e+01	2.674366e+00	6.151212e-04	0
1.773050e+01	2.674496e+00	6.170434e-04	0
1.781647e+01	2.674576e+00	6.221733e-04	0
1.790709e+01	2.674557e+00	6.233997e-04	0
1.799573e+01	2.674770e+00	6.273857e-04	0
1.809304e+01	2.674801e+00	6.298857e-04	0
1.817654e+01	2.674877e+00	6.322914e-04	0
1.826708e+01	2.674957e+00	6.342726e-04	0
1.835716e+01	2.675056e+00	6.371265e-04	0
1.845093e+01	2.675159e+00	6.374920e-04	0
1.853555e+01	2.675182e+00	6.401336e-04	0
1.862597e+01	2.675350e+00	6.435181e-04	0
1.871579e+01	2.675365e+00	6.456880e-04	0
1.881210e+01	2.675568e+00	6.541906e-04	0
1.889693e+01	2.675606e+00	6.549217e-04	0
1.898632e+01	2.675793e+00	6.596034e-04	0
1.907647e+01	2.675800e+00	6.614903e-04	0
1.917113e+01	2.675896e+00	6.622804e-04	0
1.925750e+01	2.676006e+00	6.646507e-04	0
1.934685e+01	2.676060e+00	6.655824e-04	0
1.943606e+01	2.676083e+00	6.676933e-04	0
1.953084e+01	2.676285e+00	6.743915e-04	0
1.961696e+01	2.676308e+00	6.735425e-04	0
1.970543e+01	2.676407e+00	6.799931e-04	0
1.979534e+01	2.676514e+00	6.804766e-04	0
1.989047e+01	2.676617e+00	6.829531e-04	0
1.997670e+01	2.676716e+00	6.866796e-04	0
2.006581e+01	2.676758e+00	6.895452e-04	0
2.015711e+01	2.676819e+00	6.891325e-04	0
2.024978e+01	2.676975e+00	6.958897e-04	0
2.033731e+01	2.677029e+00	6.968095e-04	0
2.042628e+01	2.677158e+00	6.999464e-04	0
2.051673e+01	2.677219e+00	7.037790e-04	0
2.061212e+01	2.677269e+00	7.023049e-04	0
2.069532e+01	2.677475e+00	7.127533e-04	0
2.078776e+01	2.677490e+00	7.122226e-04	0
2.087525e+01	2.677567e+00	7.133901e-04	0
2.097181e+01	2.677692e+00	7.184256e-04	0
2.105693e+01	2.677799e+00	7.200530e-04	0
2.114640e+01	2.677891e+00	7.233196e-04	0
2.123676e+01	2.677959e+00	7.248291e-04	0
2.133071e+01	2.677982e+00	7.259848e-04	0
2.141777e+01	2.678135e+00	7.321406e-04	0
2.150745e+01	2.678215e+00	7.346878e-04	0
2.159650e+01	2.678288e+00	7.357963e-04	0
2.169180e+01	2.678345e+00	7.396290e-04	0
2.177662e+01	2.678505e+00	7.410677e-04	0
2.186776e+01	2.678650e+00	7.448767e-04	0
2.195696e+01	2.678730e+00	7.481315e-04	0
2.205213e+01	2.678745e+00	7.489099e-04	0
2.213678e+01	2.678867e+00	7.542048e-04	0
2.222797e+01	2.678978e+00	7.567756e-04	0
2.231750e+01	2.678963e+00	7.552544e-04	0
2.240899e+01	2.679169e+00	7.620352e-04	0
2.249574e+01	2.679184e+00	7.616224e-04	0
2.258510e+01	2.679295e+00	7.667995e-04	0
2.267607e+01	2.679455e+00	7.699599e-04	0
2.276999e+01	2.679535e+00	7.720708e-04	0
2.285779e+01	2.679600e+00	7.761865e-04	0
2.294567e+01	2.679630e+00	7.753964e-04	0
2.303609e+01	2.679787e+00	7.781912e-04	0
2.313049e+01	2.679859e+00	7.815286e-04	0
2.321768e+01	2.679909e+00	7.834508e-04	0
2.330762e+01	2.680046e+00	7.878377e-04	0
2.339665e+01	2.680126e+00	7.876844e-04	0
2.348765e+01	2.680164e+00	7.908331e-04	0
2.357659e+01	2.680321e+00	7.955502e-04	0
2.366771e+01	2.680416e+00	7.995833e-04	0
2.375731e+01	2.680473e+00	7.996069e-04	0
2.384945e+01	2.680622e+00	8.056447e-04	0
2.393755e+01	2.680676e+00	8.052910e-04	0
2.402596e+01	2.680763e+00	8.087344e-04	0
2.411630e+01	2.680832e+00	8.119539e-04	0
2.421114e+01	2.680920e+00	8.112345e-04	0
2.429574e+01	2.681072e+00	8.172016e-04	0
2.438746e+01	2.681129e+00	8.194540e-04	0
2.447622e+01	2.681133e+00	8.194069e-04	0
2.456849e+01	2.681358e+00	8.272962e-04	0
2.465771e+01	2.681408e+00	8.278269e-04	0
2.474617e+01	2.681465e+00	8.278859e-04	0
2.483552e+01	2.681580e+00	8.334874e-04	0
2.493221e+01	2.681644e+00	8.314944e-04	0
2.501621e+01	2.681683e+00	8.378743e-04	0
2.510729e+01	2.681797e+00	8.411999e-04	0
2.519593e+01	2.681889e+00	8.420843e-04	0
2.529134e+01	2.681919e+00	8.448674e-04	0
2.537700e+01	2.682079e+00	8.475444e-04	0
2.546653e+01	2.682095e+00	8.477802e-04	0
2.555627e+01	2.682327e+00	8.533700e-04	0
2.565186e+01	2.682320e+00	8.549384e-04	0
2.573625e+01	2.682442e+00	8.596201e-04	0
2.582645e+01	2.682549e+00	8.623560e-04	0
2.591831e+01	2.682640e+00	8.637240e-04	0
2.601222e+01	2.682659e+00	8.663892e-04	0
2.609697e+01	2.682838e+00	8.700095e-04	0
2.618650e+01	2.682888e+00	8.692430e-04	0
2.627535e+01	2.682949e+00	8.714836e-04	0
2.637088e+01	2.683109e+00	8.769790e-04	0
2.645796e+01	2.683086e+00	8.744436e-04	0
2.654465e+01	2.683289e+00	8.821561e-04	0
2.663613e+01	2.683289e+00	8.831231e-04	0
2.672894e+01	2.683403e+00	8.857175e-04	0
2.681826e+01	2.683506e+00	8.892907e-04	0
2.690811e+01	2.683685e+00	8.922624e-04	0
2.699602e+01	2.683693e+00	8.940431e-04	0
2.709152e+01	2.683765e+00	8.965550e-04	0
2.717762e+01	2.683857e+00	8.979112e-04	0
2.726804e+01	2.684044e+00	9.037957e-04	0
2.735709e+01	2.684086e+00	9.049396e-04	0
2.745050e+01	2.684170e+00	9.081001e-04	0
2.753796e+01	2.684292e+00	9.103997e-04	0
2.762684e+01	2.684269e+00	9.113549e-04	0
2.771488e+01	2.684414e+00	9.159658e-04	0
2.781112e+01	2.684517e+00	9.187489e-04	0
2.789789e+01	2.684624e+00	9.181593e-04	0
2.798648e+01	2.684708e+00	9.268034e-04	0
2.807610e+01	2.684765e+00	9.240793e-04	0
2.816837e+01	2.684879e+00	9.288435e-04	0
2.825770e+01	2.684917e+00	9.302115e-04	0
2.834595e+01	2.685001e+00	9.315558e-04	0
2.843672e+01	2.685158e+00	9.371456e-04	0
2.853062e+01	2.685349e+00	9.412495e-04	0
2.861772e+01	2.685333e+00	9.407070e-04	0
2.870419e+01	2.685402e+00	9.444925e-04	0
2.879627e+01	2.685455e+00	9.456128e-04	0
2.889058e+01	2.685589e+00	9.487379e-04	0
2.897808e+01	2.685711e+00	9.527356e-04	0
2.906613e+01	2.685757e+00	9.549526e-04	0
2.915755e+01	2.685883e+00	9.593395e-04	0
2.925143e+01	2.685944e+00	9.593985e-04	0
2.933634e+01	2.686031e+00	9.608254e-04	0
2.942697e+01	2.686157e+00	9.662619e-04	0
2.951650e+01	2.686264e+00	9.682784e-04	0
2.960933e+01	2.686359e+00	9.693634e-04	0
2.969703e+01	2.686474e+00	9.722408e-04	0
2.978705e+01	2.686527e+00	9.745522e-04	0
2.987736e+01	2.686646e+00	9.775240e-04	0
2.996792e+01	2.686607e+00	9.783966e-04	0
3.005565e+01	2.686707e+00	9.808495e-04	0
3.014624e+01	2.686817e+00	9.825713e-04	0
3.023684e+01	2.686932e+00	9.869228e-04	0
3.032750e+01	2.687019e+00	9.877247e-04	0
3.041857e+01	2.687035e+00	9.893757e-04	0
3.050790e+01	2.687241e+00	9.951423e-04	0
3.059745e+01	2.687313e+00	9.971471e-04	0
3.068961e+01	2.687393e+00	1.002053e-03	0
3.077749e+01	2.687458e+00	1.001510e-03	0
3.086471e+01	2.687569e+00	1.004812e-03	0
3.095849e+01	2.687649e+00	1.008279e-03	0
3.104672e+01	2.687790e+00	1.009541e-03	0
3.113845e+01	2.687794e+00	1.012100e-03	0
3.122645e+01	2.687904e+00	1.015921e-03	0
3.131713e+01	2.688015e+00	1.019600e-03	0
3.140802e+01	2.688110e+00	1.022230e-03	0
3.149724e+01	2.688175e+00	1.021275e-03	0
3.158642e+01	2.688343e+00	1.026676e-03	0
3.167674e+01	2.688370e+00	1.027289e-03	0
3.176576e+01	2.688427e+00	1.026877e-03	0
3.185601e+01	2.688511e+00	1.031830e-03	0
3.194715e+01	2.688625e+00	1.034106e-03	0
3.203704e+01	2.688705e+00	1.037349e-03	0
3.212608e+01	2.688774e+00	1.037985e-03	0
3.221842e+01	2.688900e+00	1.042408e-03	0
3.230710e+01	2.689003e+00	1.046405e-03	0
3.239638e+01	2.689110e+00	1.049931e-03	0
3.248702e+01	2.689152e+00	1.050073e-03	0
3.257587e+01	2.689251e+00	1.051689e-03	0
3.266599e+01	2.689400e+00	1.056123e-03	0
3.275713e+01	2.689434e+00	1.058976e-03	0
3.284682e+01	2.689552e+00	1.060804e-03	0
3.293766e+01	2.689651e+00	1.062278e-03	0
3.302672e+01	2.689724e+00	1.062962e-03	0
3.311606e+01	2.689865e+00	1.069413e-03	0
3.320783e+01	2.689873e+00	1.069602e-03	0
3.329683e+01	2.690048e+00	1.074236e-03	0
3.338649e+01	2.690083e+00	1.074248e-03	0
3.347548e+01	2.690140e+00	1.073010e-03	0
3.356557e+01	2.690273e+00	1.078647e-03	0
3.365821e+01	2.690372e+00	1.083317e-03	0
3.374582e+01	2.690361e+00	1.082385e-03	0
3.383532e+01	2.690506e+00	1.086512e-03	0
3.392659e+01	2.690624e+00	1.089095e-03	0
3.401793e+01	2.690666e+00	1.089697e-03	0
3.410702e+01	2.690750e+00	1.096383e-03	0
3.419634e+01	2.690845e+00	1.099390e-03	0
3.428673e+01	2.690971e+00	1.101006e-03	0
3.437717e+01	2.691044e+00	1.101501e-03	0
3.446679e+01	2.691158e+00	1.105475e-03	0
3.455736e+01	2.691158e+00	1.103506e-03	0
3.464461e+01	2.691338e+00	1.107445e-03	0
3.474025e+01	2.691391e+00	1.111890e-03	0
3.482636e+01	2.691490e+00	1.116501e-03	0
3.491596e+01	2.691635e+00	1.114862e-03	0
3.500678e+01	2.691708e+00	1.120004e-03	0
3.510148e+01	2.691772e+00	1.122303e-03	0
3.518727e+01	2.691921e+00	1.125570e-03	0
3.527625e+01	2.691944e+00	1.125311e-03	0
3.536529e+01	2.691971e+00	1.127846e-03	0
3.546175e+01	2.692066e+00	1.129497e-03	0
3.554597e+01	2.692200e+00	1.133341e-03	0
3.563665e+01	2.692310e+00	1.136231e-03	0
3.572607e+01	2.692387e+00	1.138813e-03	0
3.582106e+01	2.692490e+00	1.141089e-03	0
3.590707e+01	2.692574e+00	1.143271e-03	0
3.599736e+01	2.692696e+00	1.144379e-03	0
3.608638e+01	2.692802e+00	1.147988e-03	0
3.618038e+01	2.692852e+00	1.153802e-03	0
3.626739e+01	2.692909e+00	1.155925e-03	0
3.635705e+01	2.693123e+00	1.158389e-03	0
3.644656e+01	2.693192e+00	1.160370e-03	0
3.654168e+01	2.693241e+00	1.164451e-03	0
3.662602e+01	2.693409e+00	1.166491e-03	0
3.671687e+01	2.693489e+00	1.167033e-03	0
3.680713e+01	2.693523e+00	1.169864e-03	0
3.690215e+01	2.693604e+00	1.172552e-03	0
3.698621e+01	2.693661e+00	1.171892e-03	0
3.707586e+01	2.693783e+00	1.174722e-03	0
3.716705e+01	2.693867e+00	1.179970e-03	0
3.726146e+01	2.693974e+00	1.181998e-03	0
3.734646e+01	2.694088e+00	1.184251e-03	0
3.743755e+01	2.694168e+00	1.188744e-03	0
3.752735e+01	2.694248e+00	1.191279e-03	0
3.762100e+01	2.694309e+00	1.191633e-03	0
3.770700e+01	2.694405e+00	1.195183e-03	0
3.779660e+01	2.694511e+00	1.196303e-03	0
3.788775e+01	2.694580e+00	1.197671e-03	0
3.798083e+01	2.694675e+00	1.200501e-03	0
3.806715e+01	2.694832e+00	1.202989e-03	0
3.815721e+01	2.694901e+00	1.206551e-03	0
3.824628e+01	2.694996e+00	1.209664e-03	0
3.834163e+01	2.695015e+00	1.210454e-03	0
3.842541e+01	2.695091e+00	1.211763e-03	0
3.851746e+01	2.695236e+00	1.216079e-03	0
3.860724e+01	2.695305e+00	1.218226e-03	0
3.870158e+01	2.695385e+00	1.219995e-03	0
3.878726e+01	2.695461e+00	1.219405e-03	0
3.887632e+01	2.695599e+00	1.224723e-03	0
3.896799e+01	2.695629e+00	1.223403e-03	0
3.906025e+01	2.695786e+00	1.230254e-03	0
3.914675e+01	2.695812e+00	1.231787e-03	0
3.923760e+01	2.696045e+00	1.234169e-03	0
3.932665e+01	2.696045e+00	1.237861e-03	0
3.941994e+01	2.696136e+00	1.238603e-03	0
3.950781e+01	2.696198e+00	1.242507e-03	0
3.959659e+01	2.696278e+00	1.244264e-03	0
3.968660e+01	2.696365e+00	1.247330e-03	0
3.978066e+01	2.696472e+00	1.249795e-03	0
3.986777e+01	2.696484e+00	1.248085e-03	0
3.995667e+01	2.696747e+00	1.256705e-03	0
4.004679e+01	2.696838e+00	1.258604e-03	0
4.014175e+01	2.696911e+00	1.257248e-03	0
4.022612e+01	2.696903e+00	1.260691e-03	0
4.031487e+01	2.696991e+00	1.265066e-03	0
4.040727e+01	2.697170e+00	1.265609e-03	0
4.050203e+01	2.697201e+00	1.268758e-03	0
4.058802e+01	2.697235e+00	1.266552e-03	0
4.067622e+01	2.697338e+00	1.270750e-03	0
4.076701e+01	2.697464e+00	1.273286e-03	0
4.086163e+01	2.697552e+00	1.278557e-03	0
4.094757e+01	2.697662e+00	1.280185e-03	0
4.103726e+01	2.697788e+00	1.282803e-03	0
4.112632e+01	2.697845e+00	1.284748e-03	0
4.122115e+01	2.697910e+00	1.285574e-03	0
4.130771e+01	2.698006e+00	1.289831e-03	0
4.139629e+01	2.698093e+00	1.289041e-03	0
4.148690e+01	2.698170e+00	1.292485e-03	0
4.158092e+01	2.698215e+00	1.294454e-03	0
4.166806e+01	2.698357e+00	1.298699e-03	0
4.175712e+01	2.698429e+00	1.298876e-03	0
4.184557e+01	2.698521e+00	1.301824e-03	0
4.194290e+01	2.698608e+00	1.303322e-03	0
4.202722e+01	2.698727e+00	1.308829e-03	0
4.211702e+01	2.698837e+00	1.310221e-03	0
4.220728e+01	2.698872e+00	1.312662e-03	0
4.230135e+01	2.698963e+00	1.311990e-03	0
4.238658e+01	2.699036e+00	1.314785e-03	0
4.247648e+01	2.699150e+00	1.319242e-03	0
4.256670e+01	2.699234e+00	1.321153e-03	0
4.266234e+01	2.699284e+00	1.320858e-03	0
4.274543e+01	2.699451e+00	1.326825e-03	0
4.283733e+01	2.699543e+00	1.328700e-03	0
4.292707e+01	2.699631e+00	1.332627e-03	0
4.302171e+01	2.699734e+00	1.333712e-03	0
4.310846e+01	2.699711e+00	1.327981e-03	1
4.319481e+01	2.699543e+00	1.315634e-03	1
4.328446e+01	2.699413e+00	1.308322e-03	1
4.337906e+01	2.699379e+00	1.301247e-03	1
4.346482e+01	2.699272e+00	1.294041e-03	1
4.355483e+01	2.699173e+00	1.286777e-03	1
4.364451e+01	2.699131e+00	1.280680e-03	1
4.373768e+01	2.698933e+00	1.272036e-03	1
4.382485e+01	2.698898e+00	1.267390e-03	1
4.391491e+01	2.698849e+00	1.259182e-03	1
4.400474e+01	2.698696e+00	1.251233e-03	1
4.409700e+01	2.698593e+00	1.245384e-03	1
4.418547e+01	2.698528e+00	1.236009e-03	1
4.427482e+01	2.698467e+00	1.231268e-03	1
4.436529e+01	2.698360e+00	1.226280e-03	1
4.445893e+01	2.698330e+00	1.218320e-03	1
4.454562e+01	2.698223e+00	1.214818e-03	1
4.463468e+01	2.698093e+00	1.206327e-03	1
4.472417e+01	2.698040e+00	1.201362e-03	1
4.481474e+01	2.697918e+00	1.197258e-03	1
4.490519e+01	2.697872e+00	1.188001e-03	1
4.499446e+01	2.697731e+00	1.183862e-03	1
4.508416e+01	2.697643e+00	1.175890e-03	1
4.517389e+01	2.697533e+00	1.170854e-03	1
4.526499e+01	2.697418e+00	1.163602e-03	1
4.535468e+01	2.697327e+00	1.157363e-03	1
4.544512e+01	2.697277e+00	1.152127e-03	1
4.553436e+01	2.697174e+00	1.148059e-03	1
4.562515e+01	2.697079e+00	1.141868e-03	1
4.571435e+01	2.697044e+00	1.138271e-03	1
4.580507e+01	2.696941e+00	1.132174e-03	1
4.589478e+01	2.696896e+00	1.128400e-03	1
4.598556e+01	2.696724e+00	1.120216e-03	1
4.607450e+01	2.696690e+00	1.116159e-03	1
4.616464e+01	2.696522e+00	1.106419e-03	1
4.625517e+01	2.696503e+00	1.106360e-03	1
4.634425e+01	2.696415e+00	1.101159e-03	1
4.643558e+01	2.696350e+00	1.094532e-03	1
4.652527e+01	2.696255e+00	1.090204e-03	1
4.661448e+01	2.696140e+00	1.083470e-03	1
4.670512e+01	2.696068e+00	1.078482e-03	1
4.679496e+01	2.695927e+00	1.072750e-03	1
4.688517e+01	2.695877e+00	1.067668e-03	1
4.697419e+01	2.695801e+00	1.062102e-03	1
4.706518e+01	2.695633e+00	1.054613e-03	1
4.715517e+01	2.695572e+00	1.050049e-03	1
4.724528e+01	2.695530e+00	1.049554e-03	1
