Device Serial:	0001
Estimated Duration[s]:	310.9626770019536
Start Time:	2022-10-10 13:17:23
Estimated End:	2022-10-10 13:22:34
Lower Bound[V]:	2.6
Upper Bound[V]:	2.7
Start Voltage[V]:	2.689037322998047
Stop Voltage[V]:	2.6
Scan Rate[V/s]:	0.001
Cycles:	1
Samples to Average:	1

Elapsed_Time(s)	Potential(V)	Current(A)	Cycle
4.430459e+01	2.666378e+00	-8.438061e-04	1
4.439438e+01	2.666290e+00	-8.492189e-04	1
4.448493e+01	2.666218e+00	-8.518133e-04	1
4.457653e+01	2.666145e+00	-8.532167e-04	1
4.466422e+01	2.666058e+00	-8.576743e-04	1
4.475428e+01	2.665966e+00	-8.576743e-04	1
4.484270e+01	2.665798e+00	-8.611650e-04	1
4.493443e+01	2.665779e+00	-8.648443e-04	1
4.502469e+01	2.665573e+00	-8.696675e-04	1
4.511408e+01	2.665562e+00	-8.708586e-04	1
4.520501e+01	2.665520e+00	-8.737242e-04	1
4.529416e+01	2.665348e+00	-8.755757e-04	1
4.538474e+01	2.665325e+00	-8.799862e-04	1
4.547483e+01	2.665203e+00	-8.815546e-04	1
4.556492e+01	2.665108e+00	-8.836066e-04	1
4.565444e+01	2.665035e+00	-8.866255e-04	1
4.574437e+01	2.664951e+00	-8.901987e-04	1
4.583376e+01	2.664883e+00	-8.931587e-04	1
4.592581e+01	2.664795e+00	-8.953285e-04	1
4.601468e+01	2.664745e+00	-8.944559e-04	1
4.610451e+01	2.664619e+00	-8.995268e-04	1
4.619430e+01	2.664494e+00	-9.035599e-04	1
4.628781e+01	2.664352e+00	-9.087251e-04	1
4.637493e+01	2.664291e+00	-9.074515e-04	1
4.646354e+01	2.664234e+00	-9.115200e-04	1
4.655403e+01	2.664173e+00	-9.135837e-04	1
4.664695e+01	2.664116e+00	-9.164611e-04	1
4.673434e+01	2.664009e+00	-9.175579e-04	1
4.682473e+01	2.663898e+00	-9.205886e-04	1
4.691428e+01	2.663712e+00	-9.256949e-04	1
4.700878e+01	2.663639e+00	-9.286784e-04	1
4.709444e+01	2.663616e+00	-9.301643e-04	1
4.718352e+01	2.663490e+00	-9.349993e-04	1
4.727590e+01	2.663319e+00	-9.380183e-04	1
4.736638e+01	2.663338e+00	-9.395749e-04	1
4.745415e+01	2.663227e+00	-9.416858e-04	1
4.754424e+01	2.663162e+00	-9.427943e-04	1
4.763418e+01	2.663074e+00	-9.463557e-04	1
4.772939e+01	2.663025e+00	-9.472166e-04	1
4.781425e+01	2.662868e+00	-9.525469e-04	1
4.790451e+01	2.662758e+00	-9.538795e-04	1
4.799435e+01	2.662727e+00	-9.571461e-04	1
4.808919e+01	2.662586e+00	-9.604717e-04	1
4.817486e+01	2.662571e+00	-9.616745e-04	1
4.826364e+01	2.662468e+00	-9.648468e-04	1
4.835468e+01	2.662331e+00	-9.701771e-04	1
4.844903e+01	2.662285e+00	-9.693162e-04	1
4.853373e+01	2.662155e+00	-9.727243e-04	1
4.862551e+01	2.662102e+00	-9.749885e-04	1
4.871496e+01	2.662037e+00	-9.789627e-04	1
4.880966e+01	2.661938e+00	-9.799768e-04	1
4.889537e+01	2.661785e+00	-9.870171e-04	1
4.898394e+01	2.661739e+00	-9.884322e-04	1
4.907538e+01	2.661545e+00	-9.916517e-04	1
4.916936e+01	2.661568e+00	-9.921941e-04	1
4.925313e+01	2.661495e+00	-9.952131e-04	1
4.934491e+01	2.661331e+00	-9.984089e-04	1
4.943381e+01	2.661232e+00	-1.002737e-03	1
4.953006e+01	2.661140e+00	-1.003881e-03	1
4.961418e+01	2.661045e+00	-1.008114e-03	1
4.970430e+01	2.660961e+00	-1.011782e-03	1
4.979370e+01	2.660877e+00	-1.014801e-03	1
4.988867e+01	2.660759e+00	-1.015980e-03	1
4.997544e+01	2.660671e+00	-1.016487e-03	1
5.006323e+01	2.660633e+00	-1.020426e-03	1
5.015480e+01	2.660530e+00	-1.020638e-03	1
5.024884e+01	2.660511e+00	-1.022513e-03	1
5.033485e+01	2.660358e+00	-1.025980e-03	1
5.042551e+01	2.660271e+00	-1.029954e-03	1
5.051369e+01	2.660183e+00	-1.033044e-03	1
5.060936e+01	2.660072e+00	-1.034848e-03	1
5.069453e+01	2.660000e+00	-1.037761e-03	1
5.078341e+01	2.659855e+00	-1.040603e-03	1
5.087483e+01	2.659859e+00	-1.041441e-03	1
5.096604e+01	2.659729e+00	-1.045875e-03	1
5.105485e+01	2.659649e+00	-1.047679e-03	1
5.114362e+01	2.659576e+00	-1.049530e-03	1
5.123415e+01	2.659500e+00	-1.052302e-03	1
5.133004e+01	2.659409e+00	-1.054967e-03	1
5.141472e+01	2.659187e+00	-1.060993e-03	1
5.150420e+01	2.659210e+00	-1.058446e-03	1
5.159251e+01	2.659107e+00	-1.061854e-03	1
5.168761e+01	2.659035e+00	-1.065403e-03	1
5.177544e+01	2.658916e+00	-1.067231e-03	1
5.186403e+01	2.658813e+00	-1.072821e-03	1
5.195409e+01	2.658745e+00	-1.071984e-03	1
5.204801e+01	2.658707e+00	-1.077550e-03	1
5.213386e+01	2.658531e+00	-1.080510e-03	1
5.222518e+01	2.658489e+00	-1.082527e-03	1
5.231504e+01	2.658352e+00	-1.085333e-03	1
5.240957e+01	2.658260e+00	-1.087798e-03	1
5.249438e+01	2.658260e+00	-1.090310e-03	1
5.258352e+01	2.658192e+00	-1.090463e-03	1
5.267406e+01	2.658028e+00	-1.093223e-03	1
5.276993e+01	2.657959e+00	-1.098765e-03	1
5.285460e+01	2.657848e+00	-1.099166e-03	1
5.294337e+01	2.657799e+00	-1.098187e-03	1
5.303368e+01	2.657715e+00	-1.102362e-03	1
5.312952e+01	2.657619e+00	-1.106890e-03	1
5.321422e+01	2.657398e+00	-1.113424e-03	1
5.330450e+01	2.657387e+00	-1.114520e-03	1
5.339429e+01	2.657246e+00	-1.117339e-03	1
5.348884e+01	2.657158e+00	-1.119898e-03	1
5.357533e+01	2.657116e+00	-1.119921e-03	1
5.366268e+01	2.657059e+00	-1.121608e-03	1
5.375457e+01	2.656914e+00	-1.126101e-03	1
5.384910e+01	2.656757e+00	-1.129344e-03	1
5.393444e+01	2.656681e+00	-1.133082e-03	1
5.402539e+01	2.656708e+00	-1.134238e-03	1
5.411391e+01	2.656574e+00	-1.138448e-03	1
5.420948e+01	2.656479e+00	-1.140287e-03	1
5.429510e+01	2.656391e+00	-1.142894e-03	1
5.438451e+01	2.656353e+00	-1.139674e-03	1
5.447590e+01	2.656261e+00	-1.146903e-03	1
5.456943e+01	2.656162e+00	-1.149273e-03	1
5.465510e+01	2.656013e+00	-1.152670e-03	1
5.474456e+01	2.656021e+00	-1.151597e-03	1
5.483194e+01	2.655869e+00	-1.157953e-03	1
5.492817e+01	2.655785e+00	-1.158885e-03	1
5.501468e+01	2.655720e+00	-1.161561e-03	1
5.510505e+01	2.655670e+00	-1.160878e-03	1
5.519353e+01	2.655453e+00	-1.168484e-03	1
5.529011e+01	2.655445e+00	-1.168826e-03	1
5.537526e+01	2.655380e+00	-1.170866e-03	1
5.546363e+01	2.655205e+00	-1.174887e-03	1
5.555418e+01	2.655121e+00	-1.177069e-03	1
5.564830e+01	2.655037e+00	-1.178885e-03	1
5.573571e+01	2.654945e+00	-1.185324e-03	1
5.582554e+01	2.654842e+00	-1.184251e-03	1
5.591333e+01	2.654713e+00	-1.189428e-03	1
5.600889e+01	2.654736e+00	-1.189416e-03	1
5.609150e+01	2.654610e+00	-1.192541e-03	1
5.618396e+01	2.654564e+00	-1.192635e-03	1
5.627420e+01	2.654369e+00	-1.198544e-03	1
5.637046e+01	2.654392e+00	-1.199110e-03	1
5.645376e+01	2.654327e+00	-1.200336e-03	1
5.654460e+01	2.654129e+00	-1.205619e-03	1
5.663493e+01	2.654118e+00	-1.206138e-03	1
5.672820e+01	2.653984e+00	-1.210041e-03	1
5.681483e+01	2.653862e+00	-1.214935e-03	1
5.690534e+01	2.653763e+00	-1.213815e-03	1
5.699412e+01	2.653702e+00	-1.217070e-03	1
5.708906e+01	2.653561e+00	-1.224334e-03	1
5.717499e+01	2.653500e+00	-1.225962e-03	1
5.726512e+01	2.653473e+00	-1.224924e-03	1
5.735397e+01	2.653339e+00	-1.227966e-03	1
5.744886e+01	2.653252e+00	-1.229452e-03	1
5.753484e+01	2.653111e+00	-1.235785e-03	1
5.762562e+01	2.653095e+00	-1.236009e-03	1
5.771305e+01	2.653015e+00	-1.237035e-03	1
5.780884e+01	2.652954e+00	-1.241646e-03	1
5.789518e+01	2.652775e+00	-1.242955e-03	1
5.798462e+01	2.652740e+00	-1.242354e-03	1
5.807442e+01	2.652622e+00	-1.247814e-03	1
5.816780e+01	2.652550e+00	-1.251493e-03	1
5.825541e+01	2.652500e+00	-1.251375e-03	1
5.834218e+01	2.652374e+00	-1.254866e-03	1
5.843493e+01	2.652306e+00	-1.257201e-03	1
5.853034e+01	2.652214e+00	-1.261894e-03	1
5.861543e+01	2.652084e+00	-1.261670e-03	1
5.870373e+01	2.652023e+00	-1.266210e-03	1
5.879417e+01	2.651878e+00	-1.269925e-03	1
5.888757e+01	2.651806e+00	-1.271741e-03	1
5.897579e+01	2.651730e+00	-1.271434e-03	1
5.906389e+01	2.651611e+00	-1.280456e-03	1
5.915467e+01	2.651501e+00	-1.279831e-03	1
5.924306e+01	2.651440e+00	-1.281906e-03	1
5.933553e+01	2.651390e+00	-1.283439e-03	1
5.942586e+01	2.651356e+00	-1.282437e-03	1
5.951339e+01	2.651161e+00	-1.290032e-03	1
5.960505e+01	2.651054e+00	-1.292567e-03	1
5.969535e+01	2.650986e+00	-1.294572e-03	1
5.978460e+01	2.650978e+00	-1.293345e-03	1
5.987501e+01	2.650734e+00	-1.300445e-03	1
5.996515e+01	2.650719e+00	-1.304419e-03	1
6.005546e+01	2.650661e+00	-1.299100e-03	1
6.014400e+01	2.650616e+00	-1.302508e-03	1
6.023358e+01	2.650486e+00	-1.307001e-03	1
6.032700e+01	2.650414e+00	-1.308652e-03	1
6.041514e+01	2.650330e+00	-1.310964e-03	1
6.050419e+01	2.650219e+00	-1.315952e-03	1
6.059418e+01	2.650131e+00	-1.316954e-03	1
6.068431e+01	2.649929e+00	-1.322179e-03	1
6.077608e+01	2.649925e+00	-1.325080e-03	1
6.086408e+01	2.649757e+00	-1.327462e-03	1
6.095462e+01	2.649780e+00	-1.328676e-03	1
6.104431e+01	2.649654e+00	-1.332415e-03	1
6.113614e+01	2.649616e+00	-1.330540e-03	1
6.122526e+01	2.649460e+00	-1.335858e-03	1
6.131440e+01	2.649384e+00	-1.335693e-03	1
6.140374e+01	2.649254e+00	-1.343724e-03	1
6.149522e+01	2.649235e+00	-1.343358e-03	1
6.158471e+01	2.649117e+00	-1.343476e-03	1
6.167397e+01	2.649017e+00	-1.350045e-03	1
6.176435e+01	2.648994e+00	-1.347073e-03	1
6.185468e+01	2.648903e+00	-1.349373e-03	1
6.194354e+01	2.648773e+00	-1.356613e-03	1
6.203414e+01	2.648594e+00	-1.362380e-03	1
6.212584e+01	2.648602e+00	-1.357038e-03	1
6.221307e+01	2.648476e+00	-1.363135e-03	1
6.230457e+01	2.648399e+00	-1.365057e-03	1
6.239480e+01	2.648335e+00	-1.368300e-03	1
6.248445e+01	2.648338e+00	-1.368677e-03	1
6.257535e+01	2.648075e+00	-1.372628e-03	1
6.266381e+01	2.648029e+00	-1.375281e-03	1
6.275413e+01	2.647972e+00	-1.375317e-03	1
6.284271e+01	2.647900e+00	-1.377911e-03	1
6.293586e+01	2.647774e+00	-1.381048e-03	1
6.302505e+01	2.647697e+00	-1.384621e-03	1
6.311358e+01	2.647583e+00	-1.387628e-03	1
6.320473e+01	2.647575e+00	-1.385753e-03	1
6.329413e+01	2.647499e+00	-1.388985e-03	1
6.338553e+01	2.647247e+00	-1.395211e-03	1
6.347516e+01	2.647305e+00	-1.393454e-03	1
6.356271e+01	2.647209e+00	-1.397098e-03	1
6.365568e+01	2.647106e+00	-1.401662e-03	1
6.374532e+01	2.647003e+00	-1.398902e-03	1
6.383488e+01	2.646923e+00	-1.404256e-03	1
6.392641e+01	2.646793e+00	-1.410400e-03	1
6.401464e+01	2.646755e+00	-1.410907e-03	1
6.410437e+01	2.646629e+00	-1.410365e-03	1
6.419310e+01	2.646561e+00	-1.415271e-03	1
6.428420e+01	2.646503e+00	-1.415105e-03	1
6.437368e+01	2.646294e+00	-1.423985e-03	1
6.446482e+01	2.646252e+00	-1.424174e-03	1
6.455365e+01	2.646156e+00	-1.429481e-03	1
6.464426e+01	2.646095e+00	-1.428702e-03	1
6.473308e+01	2.645973e+00	-1.432771e-03	1
6.482506e+01	2.645897e+00	-1.434469e-03	1
6.491378e+01	2.645805e+00	-1.436757e-03	1
6.500425e+01	2.645760e+00	-1.437641e-03	1
6.509475e+01	2.645638e+00	-1.438219e-03	1
6.518352e+01	2.645504e+00	-1.443597e-03	1
6.527553e+01	2.645477e+00	-1.444116e-03	1
6.536416e+01	2.645317e+00	-1.449623e-03	1
6.545527e+01	2.645283e+00	-1.449010e-03	1
6.554355e+01	2.645206e+00	-1.451451e-03	1
6.563357e+01	2.645088e+00	-1.456038e-03	1
6.572486e+01	2.645000e+00	-1.459540e-03	1
6.581580e+01	2.644871e+00	-1.461286e-03	1
6.590503e+01	2.644802e+00	-1.462831e-03	1
6.599469e+01	2.644749e+00	-1.465555e-03	1
6.608455e+01	2.644657e+00	-1.466545e-03	1
6.617754e+01	2.644585e+00	-1.466828e-03	1
6.626252e+01	2.644424e+00	-1.472288e-03	1
6.635502e+01	2.644356e+00	-1.475567e-03	1
6.644480e+01	2.644291e+00	-1.475932e-03	1
6.653783e+01	2.644165e+00	-1.481428e-03	1
6.662489e+01	2.644043e+00	-1.482584e-03	1
6.671449e+01	2.644028e+00	-1.480414e-03	1
6.680447e+01	2.643906e+00	-1.488551e-03	1
6.689853e+01	2.643848e+00	-1.487312e-03	1
6.698336e+01	2.643696e+00	-1.492702e-03	1
6.707511e+01	2.643677e+00	-1.494129e-03	1
6.716433e+01	2.643585e+00	-1.493244e-03	1
6.725789e+01	2.643452e+00	-1.500037e-03	1
6.734524e+01	2.643364e+00	-1.500202e-03	1
6.743274e+01	2.643246e+00	-1.502242e-03	1
6.752525e+01	2.643181e+00	-1.505862e-03	1
6.761946e+01	2.643101e+00	-1.507702e-03	1
6.770448e+01	2.642944e+00	-1.512561e-03	1
6.779446e+01	2.642830e+00	-1.513233e-03	1
6.788265e+01	2.642845e+00	-1.514389e-03	1
6.797831e+01	2.642723e+00	-1.516865e-03	1
6.806446e+01	2.642670e+00	-1.519070e-03	1
6.815415e+01	2.642574e+00	-1.519896e-03	1
6.824469e+01	2.642426e+00	-1.529094e-03	1
6.833829e+01	2.642338e+00	-1.527997e-03	1
6.842443e+01	2.642242e+00	-1.531724e-03	1
6.851487e+01	2.642128e+00	-1.533764e-03	1
6.860521e+01	2.642105e+00	-1.531453e-03	1
6.869837e+01	2.641994e+00	-1.537443e-03	1
6.878473e+01	2.641933e+00	-1.536394e-03	1
6.887523e+01	2.641918e+00	-1.538422e-03	1
6.896505e+01	2.641769e+00	-1.542738e-03	1
6.906014e+01	2.641682e+00	-1.547113e-03	1
6.914469e+01	2.641571e+00	-1.548764e-03	1
6.923609e+01	2.641460e+00	-1.551819e-03	1
6.932591e+01	2.641384e+00	-1.555132e-03	1
6.942053e+01	2.641323e+00	-1.556418e-03	1
6.950575e+01	2.641258e+00	-1.556347e-03	1
6.959323e+01	2.641106e+00	-1.558930e-03	1
6.968459e+01	2.641136e+00	-1.559555e-03	1
6.977998e+01	2.640991e+00	-1.564885e-03	1
6.986510e+01	2.640911e+00	-1.565593e-03	1
6.995514e+01	2.640766e+00	-1.571607e-03	1
7.004398e+01	2.640652e+00	-1.570510e-03	1
7.013736e+01	2.640545e+00	-1.577833e-03	1
7.022541e+01	2.640427e+00	-1.579980e-03	1
7.031464e+01	2.640446e+00	-1.578341e-03	1
7.040365e+01	2.640305e+00	-1.582043e-03	1
7.049877e+01	2.640244e+00	-1.584426e-03	1
7.058519e+01	2.640213e+00	-1.585829e-03	1
7.067530e+01	2.640057e+00	-1.587669e-03	1
7.076424e+01	2.639957e+00	-1.592409e-03	1
7.085941e+01	2.639835e+00	-1.594449e-03	1
7.094497e+01	2.639820e+00	-1.594992e-03	1
7.103382e+01	2.639664e+00	-1.597008e-03	1
7.112544e+01	2.639595e+00	-1.600204e-03	1
7.121987e+01	2.639568e+00	-1.601714e-03	1
7.130531e+01	2.639450e+00	-1.605818e-03	1
7.139502e+01	2.639336e+00	-1.606891e-03	1
7.148407e+01	2.639194e+00	-1.610499e-03	1
7.158003e+01	2.639172e+00	-1.612327e-03	1
7.166440e+01	2.638969e+00	-1.617304e-03	1
7.175446e+01	2.638981e+00	-1.617398e-03	1
7.184279e+01	2.638844e+00	-1.622151e-03	1
7.193925e+01	2.638775e+00	-1.622681e-03	1
7.202533e+01	2.638744e+00	-1.624026e-03	1
7.211453e+01	2.638611e+00	-1.624887e-03	1
7.220508e+01	2.638569e+00	-1.629745e-03	1
7.229927e+01	2.638420e+00	-1.632693e-03	1
7.238650e+01	2.638325e+00	-1.634910e-03	1
7.247525e+01	2.638206e+00	-1.638283e-03	1
7.256423e+01	2.638119e+00	-1.637045e-03	1
7.265779e+01	2.638039e+00	-1.643637e-03	1
7.274513e+01	2.637970e+00	-1.644710e-03	1
7.283365e+01	2.637886e+00	-1.647635e-03	1
7.292538e+01	2.637825e+00	-1.646007e-03	1
7.301799e+01	2.637646e+00	-1.653791e-03	1
7.310515e+01	2.637634e+00	-1.652281e-03	1
7.319382e+01	2.637474e+00	-1.656444e-03	1
7.328551e+01	2.637386e+00	-1.657635e-03	1
7.338040e+01	2.637348e+00	-1.659534e-03	1
7.346534e+01	2.637283e+00	-1.660394e-03	1
7.355462e+01	2.637268e+00	-1.662116e-03	1
7.364556e+01	2.637074e+00	-1.664534e-03	1
7.373890e+01	2.636974e+00	-1.669274e-03	1
7.382582e+01	2.636940e+00	-1.670206e-03	1
7.391474e+01	2.636753e+00	-1.672482e-03	1
7.400463e+01	2.636669e+00	-1.676975e-03	1
7.409624e+01	2.636688e+00	-1.676303e-03	1
7.418312e+01	2.636532e+00	-1.680513e-03	1
7.427424e+01	2.636433e+00	-1.682176e-03	1
7.436470e+01	2.636333e+00	-1.687034e-03	1
7.445522e+01	2.636269e+00	-1.686079e-03	1
7.454438e+01	2.636230e+00	-1.688591e-03	1
7.463489e+01	2.636112e+00	-1.690195e-03	1
7.472569e+01	2.635998e+00	-1.694016e-03	1
7.481496e+01	2.635906e+00	-1.696233e-03	1
7.490554e+01	2.635811e+00	-1.699582e-03	1
7.499485e+01	2.635746e+00	-1.702058e-03	1
7.508529e+01	2.635605e+00	-1.706528e-03	1
7.517531e+01	2.635551e+00	-1.705113e-03	1
7.526443e+01	2.635468e+00	-1.706233e-03	1
7.535475e+01	2.635452e+00	-1.708037e-03	1
7.544501e+01	2.635357e+00	-1.712613e-03	1
7.553514e+01	2.635239e+00	-1.715089e-03	1
7.562608e+01	2.635067e+00	-1.718934e-03	1
7.571441e+01	2.635021e+00	-1.720750e-03	1
7.580472e+01	2.634876e+00	-1.723002e-03	1
7.589403e+01	2.634846e+00	-1.724924e-03	1
7.598576e+01	2.634754e+00	-1.729158e-03	1
7.607563e+01	2.634594e+00	-1.731186e-03	1
7.616380e+01	2.634563e+00	-1.731045e-03	1
7.625357e+01	2.634487e+00	-1.734335e-03	1
7.634571e+01	2.634361e+00	-1.737826e-03	1
7.643543e+01	2.634308e+00	-1.738675e-03	1
7.652566e+01	2.634186e+00	-1.740420e-03	1
7.661498e+01	2.634098e+00	-1.743062e-03	1
7.670571e+01	2.634029e+00	-1.744984e-03	1
7.679418e+01	2.633923e+00	-1.748286e-03	1
7.688475e+01	2.633926e+00	-1.746328e-03	1
7.697362e+01	2.633778e+00	-1.752095e-03	1
7.706499e+01	2.633694e+00	-1.754607e-03	1
7.715522e+01	2.633514e+00	-1.758805e-03	1
7.724475e+01	2.633530e+00	-1.756399e-03	1
7.733302e+01	2.633366e+00	-1.761152e-03	1
7.742607e+01	2.633343e+00	-1.763215e-03	1
7.751414e+01	2.633240e+00	-1.765704e-03	1
7.760589e+01	2.633076e+00	-1.769831e-03	1
7.769532e+01	2.633099e+00	-1.771777e-03	1
7.778638e+01	2.632977e+00	-1.771187e-03	1
7.787441e+01	2.632824e+00	-1.774702e-03	1
7.796411e+01	2.632854e+00	-1.775362e-03	1
7.805376e+01	2.632629e+00	-1.778864e-03	1
7.814593e+01	2.632599e+00	-1.782567e-03	1
7.823556e+01	2.632492e+00	-1.785598e-03	1
7.832599e+01	2.632416e+00	-1.785740e-03	1
7.841302e+01	2.632324e+00	-1.788924e-03	1
7.850504e+01	2.632206e+00	-1.794101e-03	1
7.859445e+01	2.632050e+00	-1.800150e-03	1
7.868493e+01	2.632114e+00	-1.794502e-03	1
7.877366e+01	2.631916e+00	-1.799749e-03	1
7.886462e+01	2.631824e+00	-1.801719e-03	1
7.895541e+01	2.631744e+00	-1.801247e-03	1
7.904429e+01	2.631645e+00	-1.804773e-03	1
7.913455e+01	2.631638e+00	-1.807238e-03	1
7.922635e+01	2.631481e+00	-1.813004e-03	1
7.931443e+01	2.631401e+00	-1.813240e-03	1
7.940416e+01	2.631363e+00	-1.811943e-03	1
7.949394e+01	2.631264e+00	-1.817769e-03	1
7.958699e+01	2.631149e+00	-1.818877e-03	1
7.967671e+01	2.630997e+00	-1.823665e-03	1
7.976433e+01	2.630989e+00	-1.822615e-03	1
7.985448e+01	2.630863e+00	-1.826024e-03	1
7.994539e+01	2.630787e+00	-1.828205e-03	1
8.003603e+01	2.630680e+00	-1.832981e-03	1
8.012608e+01	2.630596e+00	-1.833123e-03	1
8.021362e+01	2.630543e+00	-1.837521e-03	1
8.030583e+01	2.630436e+00	-1.839243e-03	1
8.039623e+01	2.630291e+00	-1.842121e-03	1
8.048604e+01	2.630283e+00	-1.839727e-03	1
8.057475e+01	2.630157e+00	-1.846649e-03	1
8.066527e+01	2.630039e+00	-1.846519e-03	1
8.075371e+01	2.629986e+00	-1.851402e-03	1
8.084489e+01	2.629860e+00	-1.851850e-03	1
8.093475e+01	2.629841e+00	-1.851095e-03	1
8.102556e+01	2.629631e+00	-1.857357e-03	1
8.111582e+01	2.629597e+00	-1.857970e-03	1
8.120519e+01	2.629505e+00	-1.861414e-03	1
8.129515e+01	2.629421e+00	-1.863065e-03	1
8.138722e+01	2.629375e+00	-1.865093e-03	1
8.147583e+01	2.629269e+00	-1.867687e-03	1
8.156509e+01	2.629196e+00	-1.867345e-03	1
8.165468e+01	2.629150e+00	-1.869256e-03	1
8.174658e+01	2.628952e+00	-1.875388e-03	1
8.183654e+01	2.628899e+00	-1.874869e-03	1
8.192440e+01	2.628685e+00	-1.882169e-03	1
8.201522e+01	2.628696e+00	-1.880978e-03	1
8.210701e+01	2.628567e+00	-1.890435e-03	1
8.219511e+01	2.628544e+00	-1.885990e-03	1
8.228439e+01	2.628456e+00	-1.885188e-03	1
8.237532e+01	2.628357e+00	-1.888572e-03	1
8.246979e+01	2.628242e+00	-1.893631e-03	1
8.255547e+01	2.628166e+00	-1.893561e-03	1
8.264266e+01	2.628117e+00	-1.894987e-03	1
8.273514e+01	2.627945e+00	-1.900565e-03	1
8.283069e+01	2.627899e+00	-1.901580e-03	1
8.291582e+01	2.627827e+00	-1.901202e-03	1
8.300476e+01	2.627716e+00	-1.907606e-03	1
8.309537e+01	2.627632e+00	-1.907983e-03	1
8.318842e+01	2.627506e+00	-1.910849e-03	1
8.327594e+01	2.627453e+00	-1.911544e-03	1
8.336480e+01	2.627380e+00	-1.913537e-03	1
8.345455e+01	2.627262e+00	-1.916887e-03	1
8.354966e+01	2.627171e+00	-1.920648e-03	1
8.363599e+01	2.627045e+00	-1.924469e-03	1
8.372599e+01	2.626995e+00	-1.922052e-03	1
8.381377e+01	2.626949e+00	-1.923113e-03	1
8.390861e+01	2.626831e+00	-1.927182e-03	1
8.399501e+01	2.626720e+00	-1.930106e-03	1
8.408636e+01	2.626663e+00	-1.930212e-03	1
8.417469e+01	2.626534e+00	-1.935555e-03	1
8.427042e+01	2.626427e+00	-1.939022e-03	1
8.435594e+01	2.626400e+00	-1.940307e-03	1
8.444468e+01	2.626263e+00	-1.941710e-03	1
8.453518e+01	2.626163e+00	-1.941522e-03	1
8.462783e+01	2.626007e+00	-1.950024e-03	1
8.471516e+01	2.626019e+00	-1.947383e-03	1
8.480381e+01	2.625931e+00	-1.948491e-03	1
8.489404e+01	2.625813e+00	-1.954505e-03	1
8.499008e+01	2.625751e+00	-1.952359e-03	1
8.507474e+01	2.625694e+00	-1.957843e-03	1
8.516429e+01	2.625538e+00	-1.960001e-03	1
8.525610e+01	2.625534e+00	-1.958810e-03	1
8.534777e+01	2.625450e+00	-1.962583e-03	1
8.543653e+01	2.625362e+00	-1.964022e-03	1
8.552603e+01	2.625248e+00	-1.965390e-03	1
8.561476e+01	2.625103e+00	-1.972065e-03	1
8.571011e+01	2.625053e+00	-1.972218e-03	1
8.579450e+01	2.624889e+00	-1.974706e-03	1
8.588616e+01	2.624878e+00	-1.976534e-03	1
8.597660e+01	2.624767e+00	-1.979424e-03	1
8.606944e+01	2.624695e+00	-1.980744e-03	1
8.615688e+01	2.624603e+00	-1.983551e-03	1
8.624534e+01	2.624519e+00	-1.987313e-03	1
8.633598e+01	2.624393e+00	-1.988681e-03	1
8.642984e+01	2.624260e+00	-1.989872e-03	1
8.651563e+01	2.624233e+00	-1.990662e-03	1
8.660497e+01	2.624111e+00	-1.994200e-03	1
8.669519e+01	2.624012e+00	-1.999259e-03	1
8.678858e+01	2.623970e+00	-1.996806e-03	1
8.687589e+01	2.623863e+00	-2.002584e-03	1
8.696561e+01	2.623798e+00	-2.003221e-03	1
8.705388e+01	2.623699e+00	-2.006452e-03	1
8.714855e+01	2.623619e+00	-2.006665e-03	1
8.723645e+01	2.623512e+00	-2.007679e-03	1
8.732585e+01	2.623440e+00	-2.012891e-03	1
8.741576e+01	2.623386e+00	-2.015014e-03	1
8.750957e+01	2.623207e+00	-2.016406e-03	1
8.759599e+01	2.623081e+00	-2.023882e-03	1
8.768623e+01	2.622971e+00	-2.023729e-03	1
8.777391e+01	2.622913e+00	-2.025793e-03	1
8.786880e+01	2.622753e+00	-2.029095e-03	1
8.795611e+01	2.622704e+00	-2.029260e-03	1
8.804354e+01	2.622585e+00	-2.033470e-03	1
8.813488e+01	2.622574e+00	-2.032680e-03	1
8.822787e+01	2.622475e+00	-2.032786e-03	1
8.831441e+01	2.622417e+00	-2.036937e-03	1
8.840479e+01	2.622341e+00	-2.039920e-03	1
8.849543e+01	2.622242e+00	-2.039920e-03	1
8.858438e+01	2.622086e+00	-2.045616e-03	1
8.867646e+01	2.622025e+00	-2.045404e-03	1
8.876384e+01	2.621853e+00	-2.049024e-03	1
8.885581e+01	2.621773e+00	-2.048859e-03	1
8.894626e+01	2.621677e+00	-2.054189e-03	1
8.903667e+01	2.621681e+00	-2.055204e-03	1
8.912511e+01	2.621662e+00	-2.055369e-03	1
8.921351e+01	2.621563e+00	-2.057244e-03	1
8.931001e+01	2.621372e+00	-2.064225e-03	1
8.939652e+01	2.621246e+00	-2.063635e-03	1
8.948285e+01	2.621235e+00	-2.066926e-03	1
8.957586e+01	2.621067e+00	-2.070192e-03	1
8.966807e+01	2.621056e+00	-2.071159e-03	1
8.975662e+01	2.620811e+00	-2.075216e-03	1
8.984549e+01	2.620800e+00	-2.075063e-03	1
8.993243e+01	2.620747e+00	-2.075747e-03	1
9.002923e+01	2.620613e+00	-2.080452e-03	1
9.011579e+01	2.620609e+00	-2.079509e-03	1
9.020419e+01	2.620495e+00	-2.082846e-03	1
